wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
Good place for engine tuning only price of parts are more than double as compared to market.,Suzuki Adil Zafar Motors,1.0,22,0.76988816,1
Worst staff. They don't want to work at all and just want you to spend money in their workshop as much as you can. Imran n Javaid bhai are comparitively better n coperative. Beware of Qasim a bulky person incharge of wheel alignment. U will definately get ur car damaged and no one will listen to u. I will never go to this workshop again.,Suzuki Adil Zafar Motors,0.0,23,0.31832793,0
You can buy full range of SUZUKI vehicles here. Selected range of cars and motor cycles are on the display. They are 5S agent of SUZUKI Pakistan. Very old and reliable showroom. Owners of this facility are very humble.,Suzuki Adil Zafar Motors,1.0,24,0.5300005,1
Staff is good. Not well managed. You have to wait  even for inspection.,Suzuki Adil Zafar Motors,1.0,25,0.9124846,1
"Pathetic service. Thugs and looters. Destroyed AC of my new car,  delayed stuff for 6 months till my insurance expired then gave me a plan of Rs 100 000 to fix it. And cherry on the cake, ""chori with sina zori""",Suzuki Adil Zafar Motors,0.0,26,0.20809571,0
Good service,Suzuki Adil Zafar Motors,1.0,27,0.95621544,1
"They sell cars only at OWN money. They always refuse booking a car by saying ""our quota is finished""",Suzuki Adil Zafar Motors,0.0,28,0.7370556,1
They took almost one hour but unable to fix the issue in my car which was done by an ordinary mechanic outside in 10 minutes.,Suzuki Adil Zafar Motors,0.0,29,0.2452491,0
Adil Zafar offers services and spare parts as well. Spare parts are expensive and all variety not available. Service area is not well organised and sometimes you need to spend 3 hours for only oil change and tuning.,Suzuki Adil Zafar Motors,0.0,30,0.32431197,0
Excellent service. Helpful and friendly staff..no  hassle ..they make u feel how easy to buy a new car. . Keep it up.,Suzuki Adil Zafar Motors,1.0,31,0.8131158,1
Very good service and good team work.exilant behavior,Suzuki Adil Zafar Motors,1.0,32,0.9606367,1
Authorized dealer of Suzuki Motors with a very big setup and good customer service. If you own Suzuki vehicle this is the right place for you.,Suzuki Adil Zafar Motors,1.0,33,0.8238192,1
Suzuki showroom and service center with professional staff. They also give you free car services upon purchase of vehicle,Suzuki Adil Zafar Motors,1.0,34,0.501219,1
They really have good service speed... I had an oil change in less then 35 min.... Keep it up!,Suzuki Adil Zafar Motors,1.0,35,0.46739453,0
Best place to get Suzuki. Nice caring staff and very friendly... will discuss details and help you decide which car will be best for your needs,Suzuki Adil Zafar Motors,1.0,36,0.9096168,1
"My favourite place for car maintenance & repairs. Cooperative staff, reasonable pricing, waiting room, toilets & refreshments available.",Suzuki Adil Zafar Motors,1.0,37,0.7635639,1
"Excellent dealing by Ilyas Sahib. Customers friendly attitude and good environment. Offers 3S ie . Sale, Service and Spare parts",Suzuki Adil Zafar Motors,1.0,38,0.88485557,1
"Adil Zafar Motors is Szuki authorised dealer in sales, service and spare parts. Thus its a 3S shop situated at Multan Road Lahore.
Ilyas Sahib is sales manager here. Customers friendly attitude and environment.",Suzuki Adil Zafar Motors,1.0,39,0.64819896,1
Adil Zafar motors is show room and workshop  of Pak Suzuki motors.  Work quality  is good. Honest staff and rates are reasonable.,Suzuki Adil Zafar Motors,1.0,40,0.8867336,1
"Nice workshop, better than other Suzuki showroom workshops, cooperative and highly skilled workers.",Suzuki Adil Zafar Motors,1.0,42,0.89300156,1
I get genuine parts there of Suzuki ??. They introduced Suzuki offer scheme on purchasing of engine oil.,Suzuki Adil Zafar Motors,1.0,43,0.81934536,1
Worst service ever. Suzuki Raiwind branch is much better.,Suzuki Adil Zafar Motors,0.0,44,0.2519251,0
"Nice place, good experience. A little expensive and a bit high price rates for products but the experience was quite satisfying.",Suzuki Adil Zafar Motors,1.0,45,0.7202026,1
very good service provider,Suzuki Adil Zafar Motors,1.0,46,0.97341514,1
Nice working and experienced workers,Suzuki Adil Zafar Motors,1.0,47,0.9625765,1
Very expert mechanical staff. Service changes littel high but services are very satisfactory,Suzuki Adil Zafar Motors,1.0,48,0.5331878,1
Good sales staff and near to anyone living near multan road.,Suzuki Adil Zafar Motors,1.0,49,0.7949141,1
"It's always good for My Suzuki car maintenance here. Courteous & efficient staff, cooperative system",Suzuki Adil Zafar Motors,1.0,50,0.94479126,1
courteseous staff and very honest charges for parts and services,Suzuki Adil Zafar Motors,1.0,51,0.9517156,1
"Suzuki Adil zafar motors is the best for purchas any car, we easyly purchased avery vehicle and work our car.",Suzuki Adil Zafar Motors,1.0,52,0.9428563,1
"Regarding auto workshop, services are good. Auto parts are also available at reasonable prices.",Suzuki Adil Zafar Motors,1.0,53,0.8628658,1
Little expensive but services are fine,Suzuki Adil Zafar Motors,0.0,54,0.34373933,0
Nice place good staff specially Rustam Sahib very nice person,Suzuki Adil Zafar Motors,1.0,55,0.9527598,1
"Highly recommended to others
Boota bhai is great person
Machenical department.",Suzuki Adil Zafar Motors,1.0,56,0.90707874,1
Very Good Service and well trained staff.,Suzuki Adil Zafar Motors,1.0,57,0.9732574,1
Good service,Suzuki Adil Zafar Motors,1.0,58,0.95621544,1
"Very co-operative staff, well experienced mechanics and genuine parts bit costly with peace of mind!",Suzuki Adil Zafar Motors,1.0,59,0.89086545,1
Very Co operative staff and good showroom,Suzuki Adil Zafar Motors,1.0,60,0.8975638,1
Nice persons good work,Suzuki Adil Zafar Motors,1.0,61,0.9590375,1
Nice car dealers..,Suzuki Adil Zafar Motors,1.0,62,0.95834994,1
Big & beautiful showroom is situated in Multan road & service also so good,Suzuki Adil Zafar Motors,1.0,63,0.91197985,1
"They are courteous, co-operative and professional. Excellent service.",Suzuki Adil Zafar Motors,1.0,64,0.9332948,1
Bought my first car. Its a great place for getting your car serviced.,Suzuki Adil Zafar Motors,1.0,65,0.9118146,1
Good services at body shop,Suzuki Adil Zafar Motors,1.0,66,0.94900185,1
For purchase of new cars and after sale service.,Suzuki Adil Zafar Motors,1.0,67,0.67386323,1
If u want to tune ur car tow adil zafar best hai,Suzuki Adil Zafar Motors,1.0,68,0.94017375,1
Competent staff. Good & friendly behaviour.,Suzuki Adil Zafar Motors,1.0,69,0.9278318,1
Very good service provider.,Suzuki Adil Zafar Motors,1.0,70,0.97341514,1
Good service except for denting & painting and insurance claim department,Suzuki Adil Zafar Motors,1.0,71,0.9431563,1
Service is good but spares prices high,Suzuki Adil Zafar Motors,1.0,72,0.8976084,1
"It's a nice place, staff is very cooperative.",Suzuki Adil Zafar Motors,1.0,73,0.90896815,1
Preferably Better In Service If Compared To Other Suzuki Centres,Suzuki Adil Zafar Motors,1.0,74,0.5906836,1
"Excellent services, even home delivery available.",Suzuki Adil Zafar Motors,1.0,75,0.95155656,1
Because o friendly staff & almost every facilty available of car service.,Suzuki Adil Zafar Motors,1.0,76,0.82167375,1
Satisfied with performance. Good Service,Suzuki Adil Zafar Motors,1.0,77,0.94533414,1
Good customer support and well maintained.,Suzuki Adil Zafar Motors,1.0,78,0.95069313,1
They also have paint and denter shops.,Suzuki Adil Zafar Motors,1.0,79,0.2960231,0
Thr are not much cooperative,Suzuki Adil Zafar Motors,0.0,80,0.25076288,0
Good Car dealer and good place for car service and tuning..,Suzuki Adil Zafar Motors,,81,0.9498545,1
Suzuki 3s service. Management is friendly and understands issue.,Suzuki Adil Zafar Motors,,82,0.859699,1
Good place for sales purchase and workshop,Suzuki Adil Zafar Motors,,83,0.9525925,1
Nice but not affordable workshop very very expensive,Suzuki Adil Zafar Motors,0.0,84,0.6191608,1
Very good staf neat and fresh fresh workshop and i am very happy this wizit adil zafar motoras,Suzuki Adil Zafar Motors,,85,0.91182816,1
All under one roof. Show room . Wrok shop n denting paimting service.,Suzuki Adil Zafar Motors,,86,0.28331932,0
Good people and good dealing with customer.,Suzuki Adil Zafar Motors,,87,0.9536708,1
Nice showroom for suzuki lovers low interest rates and good service section,Suzuki Adil Zafar Motors,,88,0.91141266,1
very high rate when i go there for my mehran repairing,Suzuki Adil Zafar Motors,0.0,89,0.77437747,1
Really friendly and helpful people here,Suzuki Adil Zafar Motors,,90,0.88456786,1
"Sales and service place for Suzuki cars, service standards are below average",Suzuki Adil Zafar Motors,,91,0.2902881,0
Nice visit every time,Suzuki Adil Zafar Motors,,92,0.9567119,1
Very good dealing upto my satisfaction,Suzuki Adil Zafar Motors,,93,0.97096056,1
there all reparung and oarts available .that have sertefied machenic,Suzuki Adil Zafar Motors,,94,0.82725674,1
Good place for suzuki vehicle care cooperative staff,Suzuki Adil Zafar Motors,,95,0.956768,1
Bought Suzuki Alto. Professional staff,Suzuki Adil Zafar Motors,,96,0.43100965,0
Good services,Suzuki Adil Zafar Motors,,97,0.95589054,1
"Just OK
Not have extra ordinary services",Suzuki Adil Zafar Motors,,98,0.37393865,0
"Nice dealers, have basically every part is car required.",Suzuki Adil Zafar Motors,,99,0.94679624,1
Good environment and peaceful work shop,Suzuki Adil Zafar Motors,,100,0.92238283,1
Good experience,Suzuki Adil Zafar Motors,,101,0.957092,1
Not available of Air filter for New Cultus,Suzuki Adil Zafar Motors,0.0,102,0.3149871,0
Suzuki work shop and showroom very reliable services.,Suzuki Adil Zafar Motors,,103,0.66065925,1
Its OK but need more experience  staff,Suzuki Adil Zafar Motors,,104,0.8890864,1
Excellent suzuki motor workshop. Always satisfied.,Suzuki Adil Zafar Motors,,105,0.9651879,1
Excellent services .. really satisfied,Suzuki Adil Zafar Motors,,106,0.96504456,1
Good work shop for Suzuki car's,Suzuki Adil Zafar Motors,,107,0.95455223,1
Very bad experience. Non cooperative staff,Suzuki Adil Zafar Motors,0.0,108,0.107834965,0
"Excellent services...
Keep it up....",Suzuki Adil Zafar Motors,,109,0.97815126,1
Now a days timings 9 to 5:30,Suzuki Adil Zafar Motors,,112,0.3004855,0
Staff is not good . Poor management,Suzuki Adil Zafar Motors,0.0,113,0.19363245,0
"Friendly Staff, Good Service",Suzuki Adil Zafar Motors,,114,0.9321518,1
Good services at reasonable prices.,Suzuki Adil Zafar Motors,,115,0.91334814,1
Nice service,Suzuki Adil Zafar Motors,,116,0.95820504,1
Good experience nice staff,Suzuki Adil Zafar Motors,,117,0.96116424,1
I received WagonR from them. Experience was average.,Suzuki Adil Zafar Motors,,118,0.2500185,0
Busy But Good Place for your Suzuki,Suzuki Adil Zafar Motors,0.0,119,0.8702964,1
Suzuki Showroom and claim department,Suzuki Adil Zafar Motors,,120,0.31132728,0
Good attitude well organized,Suzuki Adil Zafar Motors,,121,0.9547095,1
Good service available here,Suzuki Adil Zafar Motors,,122,0.9334143,1
Good for your car maintainance,Suzuki Adil Zafar Motors,,123,0.9545605,1
Good workshop and environment,Suzuki Adil Zafar Motors,,124,0.95711434,1
Its Suzuki showroom and Repair Work shop,Suzuki Adil Zafar Motors,,125,0.308775,0
Very friendly and technical staff,Suzuki Adil Zafar Motors,,126,0.74675304,1
Very famous Suzuki motors cars showroom.,Suzuki Adil Zafar Motors,,127,0.95772344,1
A good shorom for all cars and bike's,Suzuki Adil Zafar Motors,,128,0.9487644,1
Good Experience,Suzuki Adil Zafar Motors,,129,0.957092,1
Nice Dealers available for customers,Suzuki Adil Zafar Motors,,130,0.9398486,1
Cooperative Staff.,Suzuki Adil Zafar Motors,,131,0.3234394,0
Very poor service don't visit,Suzuki Adil Zafar Motors,0.0,132,0.16603546,0
Now they are improving servicr,Suzuki Adil Zafar Motors,,134,0.2944763,0
Too many Honda's and Toyota being serviced.,Suzuki Adil Zafar Motors,,135,0.9077036,1
Javad sab need to improve his attitude,Suzuki Adil Zafar Motors,,136,0.2765335,0
"Satisfactory services
Good sitting",Suzuki Adil Zafar Motors,,137,0.95177156,1
Service was good.,Suzuki Adil Zafar Motors,,138,0.95329106,1
Good place for car service,Suzuki Adil Zafar Motors,,139,0.95451355,1
Nice dealership,Suzuki Adil Zafar Motors,,140,0.95817536,1
Good dealing and supportive,Suzuki Adil Zafar Motors,,141,0.9534365,1
I loved the staff treatment.,Suzuki Adil Zafar Motors,,142,0.952839,1
Economical & good maintenance for suzuki vehicles,Suzuki Adil Zafar Motors,,143,0.9412591,1
It My vehicle check with work shop.......,Suzuki Adil Zafar Motors,,144,0.29571736,0
Good auto maintenance service,Suzuki Adil Zafar Motors,,145,0.95602906,1
Professional abd quick,Suzuki Adil Zafar Motors,,146,0.6737098,1
Cooperative staff,Suzuki Adil Zafar Motors,,147,0.32343942,0
Getting my new car from here. 3S services,Suzuki Adil Zafar Motors,,148,0.6262652,1
Cooperative staff at worker level.,Suzuki Adil Zafar Motors,,149,0.29949018,0
Automobile showroom. We buy a car from here.,Suzuki Adil Zafar Motors,,150,0.3043441,0
Best suzuki vehicle selling point,Suzuki Adil Zafar Motors,,151,0.964884,1
Good experience,Suzuki Adil Zafar Motors,,152,0.957092,1
Nice showroom,Suzuki Adil Zafar Motors,,153,0.95891213,1
Having Good Selling Attitude.,Suzuki Adil Zafar Motors,,154,0.95116144,1
Good Cooperative staff.,Suzuki Adil Zafar Motors,,155,0.9573138,1
Best services in the market,Suzuki Adil Zafar Motors,,156,0.95833975,1
Average skills and expensive,Suzuki Adil Zafar Motors,,158,0.21574017,0
Good place for Suzuki cars,Suzuki Adil Zafar Motors,,159,0.9580756,1
Perfect service,Suzuki Adil Zafar Motors,,161,0.9793768,1
Good place for car maintenance,Suzuki Adil Zafar Motors,,162,0.9554585,1
Good technical experience.,Suzuki Adil Zafar Motors,,163,0.8344166,1
At least approach in Multan Road,Suzuki Adil Zafar Motors,,165,0.19848895,0
Good services in town,Suzuki Adil Zafar Motors,,166,0.953989,1
My bro work their,Suzuki Adil Zafar Motors,,167,0.30803546,0
New vehicle motors are available here,Suzuki Adil Zafar Motors,,168,0.78114134,1
Overall good experience,Suzuki Adil Zafar Motors,,169,0.8137263,1
Good service,Suzuki Adil Zafar Motors,,170,0.95621544,1
Very coprative staff,Suzuki Adil Zafar Motors,,171,0.66081816,1
Good car service.,Suzuki Adil Zafar Motors,,172,0.9557992,1
Good worker is there,Suzuki Adil Zafar Motors,,173,0.95205295,1
Best Suzuki services.,Suzuki Adil Zafar Motors,,174,0.9641073,1
Too much waiting time..,Suzuki Adil Zafar Motors,,175,0.53426546,1
Satisfied work of suzuki vahicles,Suzuki Adil Zafar Motors,,176,0.94035286,1
Good service,Suzuki Adil Zafar Motors,,177,0.95621544,1
Good Services,Suzuki Adil Zafar Motors,,178,0.95589054,1
A good workshop for Suzuki vehicles,Suzuki Adil Zafar Motors,,179,0.95460767,1
I'd been their customer,Suzuki Adil Zafar Motors,,181,0.29477412,0
Service is not good,Suzuki Adil Zafar Motors,,182,0.20999208,0
Adil Zafar Motar Multan Road Lahore,Suzuki Adil Zafar Motors,,184,0.30240437,0
On the road easy to find,Suzuki Adil Zafar Motors,,185,0.921402,1
Good service,Suzuki Adil Zafar Motors,,188,0.95621544,1
Good services,Suzuki Adil Zafar Motors,,189,0.95589054,1
Very busy Access,Suzuki Adil Zafar Motors,,192,0.6264252,1
They are Good,Suzuki Adil Zafar Motors,,193,0.952153,1
"Just okay, nothing special in them ...",Suzuki Adil Zafar Motors,,194,0.86569995,1
Very bad service,Suzuki Adil Zafar Motors,,195,0.10694552,0
Need to be less expensive,Suzuki Adil Zafar Motors,,196,0.18797055,0
One of the good workshops,Suzuki Adil Zafar Motors,,197,0.9505891,1
Bad service,Suzuki Adil Zafar Motors,,198,0.13493465,0
Non coprative and expensive,Suzuki Adil Zafar Motors,,200,0.17636064,0
Good Services,Suzuki Adil Zafar Motors,,201,0.95589054,1
New car sale center,Suzuki Adil Zafar Motors,,202,0.4258495,0
Very bad experience,Suzuki Adil Zafar Motors,,203,0.10719334,0
Good service,Suzuki Adil Zafar Motors,,204,0.95621544,1
Good services,Suzuki Adil Zafar Motors,,205,0.95589054,1
Good looking plaza,Suzuki Adil Zafar Motors,,206,0.9535983,1
good place for suzuki.,Suzuki Adil Zafar Motors,,207,0.95703554,1
People were nice,Suzuki Adil Zafar Motors,,208,0.95699126,1
Suzuki authorized 3S station,Suzuki Adil Zafar Motors,,209,0.31456885,0
Good service,Suzuki Adil Zafar Motors,,210,0.95621544,1
Good experience,Suzuki Adil Zafar Motors,,211,0.957092,1
Good service,Suzuki Adil Zafar Motors,,212,0.95621544,1
Nice services,Suzuki Adil Zafar Motors,,213,0.9578704,1
Its good shop,Suzuki Adil Zafar Motors,,214,0.95480424,1
Excellent service,Suzuki Adil Zafar Motors,,215,0.98042727,1
Excellent workers,Suzuki Adil Zafar Motors,,216,0.9810219,1
Good.   experience,Suzuki Adil Zafar Motors,,217,0.957092,1
Good service,Suzuki Adil Zafar Motors,,218,0.95621544,1
Welcomeing staff,Suzuki Adil Zafar Motors,,219,0.31554288,0
Good service,Suzuki Adil Zafar Motors,,220,0.95621544,1
Good service,Suzuki Adil Zafar Motors,,221,0.95621544,1
helpful staff,Suzuki Adil Zafar Motors,,222,0.3207842,0
Best service,Suzuki Adil Zafar Motors,,226,0.963393,1
Not very friendly..,Suzuki Adil Zafar Motors,,227,0.27401194,0
Pak suzuki 3S dealer,Suzuki Adil Zafar Motors,,228,0.3148316,0
Because it is nice.,Suzuki Adil Zafar Motors,,229,0.94781977,1
Excellent service,Suzuki Adil Zafar Motors,,230,0.98042727,1
good service,Suzuki Adil Zafar Motors,,232,0.95621544,1
this is complete and large workshop,Suzuki Adil Zafar Motors,,233,0.6375099,1
best services,Suzuki Adil Zafar Motors,,235,0.9630891,1
Pathetic  experience,Suzuki Adil Zafar Motors,,236,0.09795555,0
My work place,Suzuki Adil Zafar Motors,,239,0.3160561,0
Excellent workshop!,Suzuki Adil Zafar Motors,,241,0.9807016,1
Car repair for Suzuki cars,Suzuki Adil Zafar Motors,,244,0.3138965,0
Excellence services,Suzuki Adil Zafar Motors,,245,0.31560165,0
"Cooperative, competent",Suzuki Adil Zafar Motors,,247,0.9380198,1
Suzuki authorised dealer,Suzuki Adil Zafar Motors,,248,0.31847084,0
Bad service,Suzuki Adil Zafar Motors,,249,0.13493465,0
Parents live near to it,Suzuki Adil Zafar Motors,,250,0.61118644,1
Ok workshop...!,Suzuki Adil Zafar Motors,,251,0.9160432,1
Nice people,Suzuki Adil Zafar Motors,,252,0.9591328,1
Good decorations,Suzuki Adil Zafar Motors,,254,0.95527875,1
Bad experience,Suzuki Adil Zafar Motors,,255,0.13570613,0
Slow service,Suzuki Adil Zafar Motors,,256,0.20652232,0
random visit,Suzuki Adil Zafar Motors,,257,0.16622974,0
Quite satisfying,Suzuki Adil Zafar Motors,,265,0.9436695,1
Suzuki moter workshop,Suzuki Adil Zafar Motors,,268,0.31836626,0
Cooperative staff,Suzuki Adil Zafar Motors,,271,0.32343942,0
Price negotiable,Suzuki Adil Zafar Motors,,272,0.31729272,0
Supportive peoples,Suzuki Adil Zafar Motors,,275,0.942923,1
Car show room,Suzuki Adil Zafar Motors,,279,0.3122841,0
Suzuki showroom,Suzuki Adil Zafar Motors,,282,0.32496008,0
Suzuki dealers,Suzuki Adil Zafar Motors,,283,0.3252431,0
Oil perchage,Suzuki Adil Zafar Motors,,284,0.3140798,0
Cooperative,Suzuki Adil Zafar Motors,,285,0.3271273,0
Suzuki motors,Suzuki Adil Zafar Motors,,286,0.32171625,0
"Asalam o alaikum
Month k last sunday ko jab ya open kerty hain to in k pass worker bil kul b achay nae hoty.na un ki niyat hoti hai kam ki. ??",Suzuki Adil Zafar Motors,,287,0.3503511,0
Good option for Thokar Niaz baig suzuki customers,Suzuki Adil Zafar Motors,,288,0.94110394,1
At Multan Road near Hanjarwal stop.,Suzuki Adil Zafar Motors,,289,0.56995654,1
Main Multan road near hanjarwal Lahore,Suzuki Adil Zafar Motors,,290,0.62489086,1
No service for booki ??,Suzuki Adil Zafar Motors,,291,0.30030882,0
Tax bohat  he,Suzuki Adil Zafar Motors,,293,0.30857244,0
"Multan Rd, Muridwal, Hanjarwal, Hanjarwal, Lahore, Punjab 54030",Suzuki Adil Zafar Motors,,296,0.28834546,0
