wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
"Satti sb
Respected sir
I am an OLD customers and have been coming to your workshop for the last ten years. Bought cars from here and find it a wonderful spot for ""buying and repairing"" a car. There are a few sincere and humble suggestions:
1) Please put up a diagram on your website showing the peak or leisure hours. It will help a customer to choose his less busy hours of his conveniences . It is cumbersome,  you come here from too far and find that the workshop is filled and you wait too long.
2) Rates of spare parts need to be looked into. I know for the quality and genuinely of it. BUT..
3) ALL OVER THE WORLD IT IS A RULE THAT SENIOR CITIZENS ARE PRIORITISED.  I am an old teacher at a reputed college who has spent the whole life honestly serving this nation expects quick work in an organization of your repute. I am NOT complaining about anything. Today, I was treated very well for this act. Thanks...your young workers and supervisory staff  treated me well. GOD BLESS...
But if you KINDLY MAKE A POLICY OF PRIOTY TO THE OLD AND HANDICAPPED. IT WILL EARN NOT ONLY GOOD NAME, MORE BUSINESS BUT ALLAH BLESSINGS...IT IS A UNIVERSAL FACT, SIR. PLEASE GIVE IT A SERIOUS THOUGHT...
Please keep up the best work.
THANKS
MUHAMMA ARSHAD.",Suzuki Sethi Motors (Town Morr),,45,0.16018568,0
"expensive rates. it's not perfect for new car users. They have staff, but they do not check your car to confirm that your car do not have any other problem, other that what you've explained.
Staff, who is always busy. In my last visit, my word was done in 45 minutes and they took extra 45 minutes just for clearance.
I'll leave once i find good alternative.",Suzuki Sethi Motors (Town Morr),0.0,46,0.29121715,0
Great experience.  They are nice people with great communication and honest working.,Suzuki Sethi Motors (Town Morr),1.0,47,0.954639,1
All accessories are available. I was in search of touch-up paint for my car since 6 months. Searched in Isb also.. but here at sethi motors it is easily available,Suzuki Sethi Motors (Town Morr),1.0,48,0.6376163,1
"Not a trustworthy place. During work you have to be there with your car otherwise a new they would find a new fault in your car.
Their staff don't even know manners of talking and handling situation, Place is good but staff and mechanics huh! Their head mechanic(i don't know what they call him) use very bad language after he is unable to identify problem and can't even explain the problem.",Suzuki Sethi Motors (Town Morr),0.0,49,0.2922964,0
Sethi motors was ausome as far as services are concerned. They don't take much time either in serving. Still depends upon work load i would say.,Suzuki Sethi Motors (Town Morr),1.0,50,0.5249721,1
"I have mixed experience of this place.

Pros
Large showroom
Exclusively for Suzuki vehicles
They oblige you with priority if you had booking.
Staff is generally courteous.
Tuck shop drinks also available.
Seating waiting area available.
Usually they don't bring up extra faults in your car.

Cons
There is lack of coordination between staff.
Staff is diverse and some are not courteous, not cooperative, uncaring and self centered.
At rush hour they want you to typically go away.
If you go for simple service, they pretty much do nothing at all except for screw tightening.
Parts are overpriced.
If you ask for opinion like I wanted Android panel in WagonR, they provide you wrong piece of advice and told me cost of 45k which is way way overpriced.
My car started performing bad with milage of 10 they said it's normal.

Summary
Probably the largest service station for Suzuki but owing to my poor performing car after wait time of 2-3 hours at service I decided to leave sethi motors and Alhamdulillah my car is back to milage of near 15. So Generally I won't recommend sethi motors.",Suzuki Sethi Motors (Town Morr),1.0,51,0.18775596,0
Good place for car service however  service charges are way too high.,Suzuki Sethi Motors (Town Morr),0.0,52,0.8663696,1
"Terrible experience today 4 June, 2019. Reached 9.15 hrs. After 2 hours, the job was completed except replacing wiper blades that requires few seconds. They put me on hold for one hour that Electrical Pit was not free. After repeated reminders to the Incharge Arsalan, I ultimately met their Management Mr Rehman and in the next 5 minutes, my car was out of the Workshop. There is hardly any work management in workshop area. It has happened to me in the past as well.",Suzuki Sethi Motors (Town Morr),0.0,53,0.2129123,0
Always a great experience.,Suzuki Sethi Motors (Town Morr),1.0,54,0.96566343,1
"It is authorized dealership of Suzuki, for Sales, Service and Spare parts. Their services are good and staff is trained and efficient. However the prices of parts and cost of labour  are higher than the general market.",Suzuki Sethi Motors (Town Morr),1.0,55,0.63183594,1
"I was there at 11. They said it would take 45 minutes due to queue. I was ok with the wait. They broke for lunch at 1. They came back at 2. I exited after payment at 3.

That is a lot of 45 minutes.",Suzuki Sethi Motors (Town Morr),0.0,56,0.37952462,0
Car-care products are very expensive. So please try not to buy car care products from here. Staff members are cool and most of them are helping.,Suzuki Sethi Motors (Town Morr),0.0,57,0.45210788,0
"Parts availbility is better than other dealerships and rest is a mess. Its an over crowdes place,  almost located in the center of the lahore city. I checked in at 2 pm thrusday and there was long queue at my car got a place to be fix at 3:10 pm. And i had wait for each type of work separately i.e. 20 mins for wheel balancing, 15 mins for electrician. I left the service at 4:30pm. One more thing they will ask you for your CNIC number for customer details. Never ever share your such details its unlawful and very suspecious act of sehti motors. This was my first and last visit to sehti motors!!!",Suzuki Sethi Motors (Town Morr),1.0,58,0.25339326,0
The are good in work but need to give more attention on customary service they will not take such a good attention and make there client upset there insurance agents and customer care workers are not do there work properly every time the leave some work of cars in insurance may be its free tjates why,Suzuki Sethi Motors (Town Morr),1.0,59,0.5419944,1
Fast work despite very busy shop. Job done to my satisfaction. The shop looked a little chaotic but there was probably a method to their madness as they were getting everything done.,Suzuki Sethi Motors (Town Morr),1.0,60,0.34435904,0
"One of the most pethaic place,  where the workers can steal the original parts from the cars and sale to the same customer or some other when visit for car service. The same happened to me 3 times. Its owner mistake who hired such type of worker, who steal the small things from the cars.  I strongly not recommend anyone to go there.
Most disappointing service of sethi motor kalma chowk.",Suzuki Sethi Motors (Town Morr),0.0,61,0.2999017,0
Sethi Motors are the dealers of Suzuki cars. I got Cultus 2021 Model about 1year back. Excellent staff and excelent after sale services.,Suzuki Sethi Motors (Town Morr),1.0,62,0.87737155,1
"Very bad ??
Lazy staff
At one time one mechanic working on 2 to 3 vehicles.
Need complete ?? day ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0.0,63,0.2308186,0
"This place is fabulous! I found them honest & helpful. From service to quality and total ease of the process, this place has it all. Very nice customer service.",Suzuki Sethi Motors (Town Morr),1.0,64,0.86030763,1
I have good experience of buying new car from Sethi Motor. The person who deal me was Mr. Babar Shahzad. I found him cooperative and nice man.,Suzuki Sethi Motors (Town Morr),1.0,65,0.8614456,1
"Terrible sales service, one can only imagine what their after sales service must be like ? I blame the owner who doesn?? invest in human capital development. Shame on the owner just interested in selling. No vision no wonder they are terrible at doing business and competing with the rest of the world",Suzuki Sethi Motors (Town Morr),0.0,66,0.23242328,0
"Service is good, repairing tools are enough, you  have to pay only 350 formally to the workshop while leaving. other expenses would have to be paid to the mechanics behind the door how much they want.",Suzuki Sethi Motors (Town Morr),1.0,67,0.34289172,0
"Over Occupied with respect to services, No welcoming attitude by staff.
Better to visit some other 3s",Suzuki Sethi Motors (Town Morr),0.0,68,0.39388648,0
"Visited this place once,had a little interaction with staff. Seems professionally okay but since this is  Suzuki's showroom, it deserves not more than two ??? for selling kachra cars in this country",Suzuki Sethi Motors (Town Morr),1.0,69,0.3767775,0
"NICE SHOWROOM IN MY TOWN ...
A showroom is a large space used to display products for sale, such as?automobiles,?furniture,?appliances,?carpet?or?apparel. It is a?retail store?of a company in which products are on sale in a space created by their brand or company. A showroom can also be a space for wholesale buyers to view fashion merchandise for sale in their retail stores.
The world's most famous locations for a showroom, generally in the form of a?cluster",Suzuki Sethi Motors (Town Morr),1.0,70,0.39712104,0
"This Suzuki show room has lunch break of 1 to 2. Even if you go for oil change at 12.30 , they keep you waiting till 2 pm even for this minor work. Suzuki needs to improve this. It wastes a lot of time of people going there. The workers there can split their lunch break and can divide this break between two shifts. But stopping work for almost 1 hour 30 minutes wastes a lot of time. Many people don't opt Suzuki workshops due to this.",Suzuki Sethi Motors (Town Morr),0.0,71,0.27242953,0
"DO NOT VISIT...Extremely poor services .. ignore their customers... I had run behind every inspection officer asking to inspect my car.. their arrogance and poor work ethics frustrates me ...i would rather go to any work shop then visit here again .. suzuki should close their workshops and start to improve their cars design and quality.. these work shops are waste of time, money and any form of recommendations ... DO NOT VISIT",Suzuki Sethi Motors (Town Morr),0.0,72,0.20874393,0
"Organized, spacious, efficient staff, easily accessible, accept card and cash, waiting area for customers, separate smoking zone and not inexpensive.",Suzuki Sethi Motors (Town Morr),1.0,73,0.7160761,1
On of the biggest Suzuki Dealership in Pakistan.. Huge manpower great services... The best part Tea is served to each guest with protocol,Suzuki Sethi Motors (Town Morr),1.0,74,0.92375165,1
"Very expensive services, I have been over charged two times. Everytime they try to find out a new fault.... Be careful and deal intelligently while making a visit their....",Suzuki Sethi Motors (Town Morr),0.0,75,0.40458164,0
"DO NOT VISIT. I have tried almost all the Suzuki service providers but this was totally rubbish. Charging very high money for pathetic work. Gave my car for repair and they stole everything from inside. Also, very poor denting and paint services. Never going there again.",Suzuki Sethi Motors (Town Morr),0.0,76,0.2696171,0
"The service engineers were quick to direct me to a spot for detailed checking, but even after several reminders and follow ups with different engineets, there was no technician to utilise the time. The wait was an hour long with no body attending. Suzuki Samnabad is much better.",Suzuki Sethi Motors (Town Morr),0.0,77,0.39667964,0
Awsome experience. A little expensive from out side vendors but worth d cost,Suzuki Sethi Motors (Town Morr),1.0,78,0.24843502,0
It was first and a good experience. Work done was satisfactory. Staff behavior was good. Delivered on time.,Suzuki Sethi Motors (Town Morr),1.0,79,0.88313675,1
"Reasonably good. One precaution, they have strict lunch break timimgs and would not help much if you reach at that time. Make sure to check these break timings before you reach there.",Suzuki Sethi Motors (Town Morr),1.0,80,0.63707703,1
"The prices are much higher so keep your pockets heavy. And they don't have parts especially for old cars.
And good atmosphere for ladies...",Suzuki Sethi Motors (Town Morr),1.0,81,0.6707312,1
One of the best sales and service point of Suzuki motors in Lahore. Showroom is very neat and clean. The scales staff is courtious and cooperative.,Suzuki Sethi Motors (Town Morr),1.0,82,0.8634785,1
"Don't go this place I went there, and they said my clutch plates of my 2018 was about to expire in 5000 km, i showed them to another specialist and he told me that they had put pressure on the plates for them to expire in 5k kilometers. And clutch plates are the item that is done most in this workshop, it is done so much that they have displayed the rate on their board for each car.",Suzuki Sethi Motors (Town Morr),0.0,83,0.38114715,0
"The building is not air conditioned, customer service is nonexistent. Would recommend to anyone.",Suzuki Sethi Motors (Town Morr),0.0,84,0.26424515,0
Good display.sale staff was efficient and cooperative but not well informed.,Suzuki Sethi Motors (Town Morr),1.0,85,0.93057716,1
I go there for car repair in the  basement. Amazing experience.,Suzuki Sethi Motors (Town Morr),1.0,86,0.93366116,1
"Huge establishment centrally located in the city. Sales, Service and Spare parts are available. Heavy rush on Weekends. Nice, friendly and cooperative staff",Suzuki Sethi Motors (Town Morr),1.0,87,0.76550466,1
Sethi motors is one of the biggest Suzuki dealerships in Pakistan having huge variety of all Suzuki variants launched in Pakistan so far. Their workshop services are excellent . Now they have started to deal in certified used car exchange programme as well. Ideally located just near model town metro station.,Suzuki Sethi Motors (Town Morr),1.0,88,0.6884672,1
Nice dealorship but staff should be more polite and professional towards the insurance claim customers as well,Suzuki Sethi Motors (Town Morr),1.0,89,0.85467666,1
Bad experience. Repair one part and make scratches on other parts.  Very unprofessional work,Suzuki Sethi Motors (Town Morr),0.0,90,0.23518674,0
"Very slow pathetic and expecting staff.  Pay them brubr nd get your work done at time. Otherwise they can take 2 days to change a tail light for you. ????
Very much unsatisfied. ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0.0,91,0.25684547,0
"Location is good, place is clean, management is not that active, quality checks are not checked properly. The processing time is very much and one have to wait a lot.",Suzuki Sethi Motors (Town Morr),1.0,92,0.59365076,1
"I visited for car leasing information,
I am fully satisfied from the staff behavior.

Regards,
Muhammad Waris",Suzuki Sethi Motors (Town Morr),,93,0.84153414,1
"Yes today i visted sethi motors, feroze pur road. I was given good protocol  and all technical as well as supervisors treated me well.i am very satisfied with their work. Thanks sethi motors",Suzuki Sethi Motors (Town Morr),1.0,94,0.71972173,1
professional and courteous staff. good service,Suzuki Sethi Motors (Town Morr),1.0,95,0.914869,1
Suzuki car showroom.  They are offering good service to their customers but might be slightly expensive,Suzuki Sethi Motors (Town Morr),1.0,96,0.5374342,1
nice service but very busy place,Suzuki Sethi Motors (Town Morr),1.0,97,0.90864897,1
Good for tuning only.,Suzuki Sethi Motors (Town Morr),1.0,98,0.92533326,1
Good sitting area but due to larger customers service waiting time is too much high. Prices if parts and services are also high compared to the local market.,Suzuki Sethi Motors (Town Morr),0.0,99,0.38945246,0
"The staff never entertain the customer ,also  you have to wait for hours just for oil changing.they never set the priority of minor and major service work.",Suzuki Sethi Motors (Town Morr),0.0,100,0.32937086,0
Extremely disappointed with the services seems like they dont even want to talk with the customer.,Suzuki Sethi Motors (Town Morr),0.0,101,0.14480911,0
"Huge workshop, all suzuki car parts available, recommended for suzuki owners.
Recommended for all time maintenance of suzuki cars.",Suzuki Sethi Motors (Town Morr),1.0,102,0.8868545,1
Good Staff and Place to Repair Vehicles,Suzuki Sethi Motors (Town Morr),1.0,103,0.9463566,1
Quality Services provided by Suzuki Company with only Genuine spare parts.,Suzuki Sethi Motors (Town Morr),1.0,104,0.818342,1
"Very bad experience
Untrained staff. No Knowledge about cars. Just focus on parts sale so be careful about",Suzuki Sethi Motors (Town Morr),0.0,105,0.19358055,0
Very good after sales service. Humble staff. Will definitely come back.,Suzuki Sethi Motors (Town Morr),1.0,106,0.6176404,1
It's a well constructed and beautiful made showroom on ferozpur road near model town all vehicles of company are available here with some own and non own basis,Suzuki Sethi Motors (Town Morr),1.0,107,0.85424185,1
Expert dry denting cars,Suzuki Sethi Motors (Town Morr),1.0,108,0.46449494,0
Very professional service. Recommended for anyone who does not have the time or knowledge to deal with mechanics in the market.,Suzuki Sethi Motors (Town Morr),1.0,109,0.33578515,0
very poor service..and management motive is just to earn money not work to client satisfaction...,Suzuki Sethi Motors (Town Morr),0.0,110,0.20492846,0
A leading care selling dealer of Paksuzuki motors having a humble staff of sales and services.Aftersale services are offered with good manner and upto rhe satisfaction.,Suzuki Sethi Motors (Town Morr),1.0,111,0.62809086,1
Fast service and well trained staff,Suzuki Sethi Motors (Town Morr),1.0,112,0.82599586,1
Staff is cooperative but due to over crowded customers it takes a lot of time,Suzuki Sethi Motors (Town Morr),1.0,113,0.2535228,0
They have all the services available at their place with parts and best & trained resources.,Suzuki Sethi Motors (Town Morr),1.0,114,0.89977205,1
"Got my purchase order for the purchase of suzuki car, but suddenly they receive news of price increment , which result in holding of car.",Suzuki Sethi Motors (Town Morr),1.0,115,0.39288855,0
"Good place for small maintenance and repair but don't go for big tasks like engine build, compressor repair etc. It is a really busy place so expect a long waiting time.",Suzuki Sethi Motors (Town Morr),1.0,116,0.38002723,0
Great friendly environment. Own prices are not high. But good experience. I bought my vegon R.,Suzuki Sethi Motors (Town Morr),1.0,117,0.88033897,1
"Authorized Dealer of Pak Suzuki Motor Co near kalma Chowk Main Ferozpur Road.
Dealing with Sales of all Suzuki Brand New Cars, Service and Repairing of cars and Suzuki Genuine Spare Parts.",Suzuki Sethi Motors (Town Morr),1.0,118,0.6642209,1
"Sethi motors is big fraud and thug , dont know how to make suzuki engine - very very poor service and charge against everything - in just 2 months my car engine seized after being made by them .. will going to sue them so that they dont even think about to do the same with anyone",Suzuki Sethi Motors (Town Morr),0.0,119,0.28423515,0
Awesome service and staff. One place for all car services.,Suzuki Sethi Motors (Town Morr),1.0,120,0.9674196,1
Nice showroom of cars but no good management for dealing of clients,Suzuki Sethi Motors (Town Morr),1.0,121,0.76895773,1
Very good customer service. I've experienced Honda and Toyota dealerships too and Suzuki Sethi Motors is much better in every aspect.,Suzuki Sethi Motors (Town Morr),1.0,122,0.9059579,1
It was a good experience. Nice and spacious  waiting room with water dispencer and AC and it also have small cafe.,Suzuki Sethi Motors (Town Morr),1.0,123,0.8062917,1
Very Good Service and Good Attitude of Staff,Suzuki Sethi Motors (Town Morr),1.0,124,0.9636245,1
Great service great experience,Suzuki Sethi Motors (Town Morr),1.0,125,0.96898746,1
"Hope they will give me delivery on time, feeling they are chagring me high own then other show rooms. (double)",Suzuki Sethi Motors (Town Morr),1.0,127,0.4845687,0
"They are highly unprofessional, that one of their worker damages my car !
When you handed them your car, they act like they are BAAP of it !
They drive it very harshly in this confined space and assuming they are Hero of any film and drifting like king !
???????????????? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0.0,128,0.30493802,0
Poor management. Staff is unhelpful and non responsive. I suggest people to go for some other place preferably Khalid motors.,Suzuki Sethi Motors (Town Morr),0.0,129,0.25881785,0
"I went to the workshop, good service, professional people, a bit expensive and take a lot of time due to high traffic volume",Suzuki Sethi Motors (Town Morr),1.0,130,0.49231848,0
All services of Suzuki vehicles under One roof. Nice sitting place for customers..Prayer Are and led in sitting room,Suzuki Sethi Motors (Town Morr),1.0,131,0.91173476,1
bad experince,Suzuki Sethi Motors (Town Morr),,132,0.1349398,0
"Variety available but staff approach is not supported, attitude of staff is definitely professional but not personal. hence I purchased car from another showroom.",Suzuki Sethi Motors (Town Morr),,133,0.38097835,0
Beautiful location and and excellent customer care.,Suzuki Sethi Motors (Town Morr),,134,0.97540563,1
Very bad experience.. they ask to replace whole wiring of car and opened everything without checking that wiring is not available in their store,Suzuki Sethi Motors (Town Morr),,135,0.22511531,0
Construction is still in process i hope they design workshop better then previous one,Suzuki Sethi Motors (Town Morr),,136,0.47744966,0
I think the salesman works for other dealers  telling Cultus is not good and and they don't have many cars to choose from,Suzuki Sethi Motors (Town Morr),,137,0.33372876,0
"Visited for car maintenance, staff is cooperative it also got a pretty comfy waiting area.",Suzuki Sethi Motors (Town Morr),,138,0.8323875,1
"This palace is 7s dealership Suzuki .
Avail parking . Good Corporate staff",Suzuki Sethi Motors (Town Morr),,139,0.7532823,1
Good services and people behaviou is also excellent,Suzuki Sethi Motors (Town Morr),,140,0.9657368,1
Auto car any model or variant is too expensive unit not worth it plus DECEASE of ON is fleecing the public.,Suzuki Sethi Motors (Town Morr),,141,0.2784403,0
Overall good place to diagnose problems of vehicles...but still rushy and u have to wait for your turn...,Suzuki Sethi Motors (Town Morr),,142,0.6664863,1
Really very nice people and service. Khawar Sethi is a jem of a person,Suzuki Sethi Motors (Town Morr),,143,0.9492297,1
"Manger was nice but rest of the employs are time pass, need professional behavior in organization",Suzuki Sethi Motors (Town Morr),,144,0.82411456,1
Services are good but there should be central a.c to stay in good environment.,Suzuki Sethi Motors (Town Morr),,145,0.8435011,1
All the time rush staff very busy and very cungested place where parking and checking is difficult. Skillfull supervisor,Suzuki Sethi Motors (Town Morr),,146,0.36709243,0
"Well, quality of work is fine but customer dealing is really pethatic.",Suzuki Sethi Motors (Town Morr),,147,0.7137814,1
They are the best for suzuki cars just need to improve workshop environment,Suzuki Sethi Motors (Town Morr),,148,0.94439286,1
Very helpfull staff and advisers. Seems great for routine tunings and oil changes.,Suzuki Sethi Motors (Town Morr),,149,0.8903136,1
"Courteous staff. However, the office setup is not well managed. Needs maintenance",Suzuki Sethi Motors (Town Morr),,150,0.9069965,1
Amazing behavior of employees while showing cars etc. Very hospitable people!,Suzuki Sethi Motors (Town Morr),,151,0.8904105,1
Its have all variety & decent staff,Suzuki Sethi Motors (Town Morr),,152,0.8054382,1
