wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
Good experience,HONDA Township,1.0,63,0.957092,1
Obviously a perfect,HONDA Township,1.0,64,0.97822136,1
Good service so far. But a bit expensive,HONDA Township,1.0,65,0.7501399,1
Worst experience with Honda bought new city and next day gives fault,HONDA Township,0.0,66,0.22206944,0
Good service point. They should have vacuum cleaner for cars.,HONDA Township,1.0,67,0.7779398,1
Please share the latest price for 2015 honda city  1.5 oil change and tuning,HONDA Township,,69,0.9166475,1
One of the best honda service center in Lahore,HONDA Township,1.0,70,0.8181876,1
It was really good to visit honda township. Staff was professional and well trained. Have good nice welcome. Talk honest not like Kia and other showrooms ??,HONDA Township,1.0,71,0.82882816,1
Staff is out of mind not a professional,HONDA Township,0.0,72,0.26016816,0
"Honda car mechanical, automotive and body works services available. Routine parts readily available. Service Quality is good.",HONDA Township,1.0,73,0.8816243,1
Excellent behaviour guid help full friendly environment,HONDA Township,1.0,74,0.9343465,1
Good dealership but need to focus on their system,HONDA Township,,75,0.9229032,1
Nice staff Good services,HONDA Township,,77,0.95912546,1
Very Expensive,HONDA Township,0.0,78,0.15329945,0
Best place in town for Honda Vehacle Burying and services.,HONDA Township,,79,0.95549095,1
Excellent Service.,HONDA Township,1.0,80,0.98042727,1
Astonished to see the extra charge on using bank cards (debit/credit).....a silly way of handling customers....,HONDA Township,0.0,81,0.26321223,0
Good courteous staff.,HONDA Township,1.0,82,0.9569641,1
Amazing staff and services,HONDA Township,1.0,83,0.95176387,1
Honda workshop moved to new location.,HONDA Township,,84,0.65963066,1
Very good service  thanks to omer Khalid Bhai ??,HONDA Township,1.0,85,0.92015094,1
Nice experience.,HONDA Township,1.0,86,0.9590015,1
Good place for car purchase and repairing,HONDA Township,1.0,87,0.9548538,1
It comes below my exceptation.They dont fulfill there comitment.i face very trouble i never recomand to any other person.The staff is not loyal with there work and client.,HONDA Township,0.0,88,0.29376584,0
Too goooooood,HONDA Township,1.0,89,0.309687,0
Good staff and huge setup of workshop. For routine maintenance they took less time than any other workshop and have genuine Honda parts available.,HONDA Township,,91,0.69765675,1
Great service. The place was spotlessly clean and the crew was very helpful. It's pretty far from where I luce but I don't mind the travel if the service is this good.,HONDA Township,1.0,92,0.6919358,1
Very good display and service,HONDA Township,1.0,93,0.97194415,1
Amazing experience operative staff ,HONDA Township,1.0,94,0.95414156,1
"A dealership to purchase Honda vehicle.
Staff is friendly and curtious",HONDA Township,,96,0.86281586,1
Bad experience,HONDA Township,0.0,98,0.13570613,0
The stuff appeared very cooperative and helpful. But I found their rates slightly on higher side.,HONDA Township,0.0,99,0.5846874,1
it is not a long queue place. you can get your car check/repaired within no time. morning timmings are preferable if you want to save your time,HONDA Township,0.0,100,0.33492708,0
"Nice people, quite helpful for ur car services as well as guidance",HONDA Township,1.0,101,0.9367646,1
Excellent services,HONDA Township,1.0,102,0.9802685,1
Good Service,HONDA Township,1.0,104,0.95621544,1
Nice service,HONDA Township,1.0,105,0.95820504,1
No experience,HONDA Township,0.0,106,0.31337067,0
Service is detiorating.....,HONDA Township,0.0,107,0.30932096,0
Good quality work. Timely service. Friendly people.,HONDA Township,1.0,108,0.93127185,1
"Well! Its good place but when you want to buy any oil from there, they said that they can not give you as I have to take my car there and give them service charges. Feel monopoly for the products of Honda. 2 stars only for Sale service center as they are very nice and cooperative. Service center head adil Sir not available when I complain rest stuff help me except the person who deal with Honda Gear Oil.",HONDA Township,1.0,109,0.334895,0
It Was Just  A Good Visit...,HONDA Township,1.0,112,0.9423493,1
"Staff is very professional and helpful in any kind of maintenance and parts replacement, they assist very professionally and guide for right services. I always prefer honda township (Near to pindi stop peco road) for my vehicles maintenance and spare parts replacement
Highly recommended",HONDA Township,1.0,113,0.5551787,1
If you do payments with card they will charge 2% extra while is really bad who uses cash specifically in covid.,HONDA Township,0.0,114,0.24323191,0
"Ok to buy a car, neat environment",HONDA Township,1.0,115,0.89761376,1
Excellent Honda showroom,HONDA Township,1.0,116,0.98118067,1
They identified the wrong fault. Parts not available. Finally advised to take car elsewhere for repairs. Charged 2500 for doing nothing.,HONDA Township,0.0,117,0.25719756,0
Good service and sales center,HONDA Township,,118,0.79316324,1
Costumer support was great and I found them well dressed while they were briefing about new Honda city 2021.keep up good work.,HONDA Township,,119,0.88617635,1
I received support and presentation by service manager for honda city 2021 model.,HONDA Township,,120,0.28363466,0
Very good dealing,HONDA Township,,121,0.9738436,1
It's very cooperating staff,HONDA Township,,122,0.6476654,1
There customer service is good for newbi. Also Honda City new model is best for city travellers.,HONDA Township,,123,0.8987636,1
Wonderful workshop,HONDA Township,,124,0.979704,1
Luxury please,HONDA Township,,125,0.3159539,0
Good service and trained staff,HONDA Township,,126,0.9544884,1
To get there you have to take turn on first cut to service road otherwise you have to take a long route for U-turn to get back,HONDA Township,,128,0.3158706,0
Yar achi jaga hai. Acha kam krty hain pesy b manasib he lyty hain. Dnt knw why people say k bht costly hain etc. Pesy kam k account say hoty hain i think quality achi hoti hai,HONDA Township,,130,0.32554772,0
Gud staff..they know how to deal with a specific problem..im satisfied Alhamdulillah,HONDA Township,,132,0.6002646,1
Best grat relation  ship,HONDA Township,,136,0.95864916,1
Better arrangements then some other Honda Dealers,HONDA Township,,139,0.6105995,1
Nice experience every time.staff work cleaning attitude every thing is good.,HONDA Township,,140,0.93792635,1
Very cooperative staff.,HONDA Township,,141,0.68299675,1
A good point for maintenance and sale purchase of Honda cars,HONDA Township,,142,0.95483327,1
Honda is my favourite vehicle. Not all models available,HONDA Township,,143,0.8188765,1
It was good experience and staff there was very cooperative and expert. Job was done quickly and efficiently .,HONDA Township,,144,0.8357084,1
services good,HONDA Township,,145,0.95470667,1
Very good in customer services. Specially owner is excellent in customer relationship management.,HONDA Township,,147,0.94625497,1
it's good but quite expensive.,HONDA Township,,148,0.72058016,1
Best experience.,HONDA Township,,149,0.9641275,1
Very good and polite staff. There is a sales guy Mr. shahzad- if you want to book any car just go to him. He will guide you in the very best way. No cheating- that what i like in him.,HONDA Township,,150,0.8410625,1
best in town,HONDA Township,,151,0.9629727,1
One of the best Honda in town,HONDA Township,,152,0.9602724,1
Honda showroom township dealership. The best one in lahore.,HONDA Township,,153,0.9589029,1
Honda township,HONDA Township,,154,0.32230657,0
Good service,HONDA Township,,155,0.95621544,1
Bought brv from here.....staff is highly professional and very cooperative....allowed me to sit in accord,HONDA Township,,156,0.4196072,0
Well trained staff. Swift and helpfull,HONDA Township,,158,0.30457762,0
Very good customer service experience,HONDA Township,,159,0.9725526,1
"very good service
friendly to customer
less prices then other honda workshops in lahore",HONDA Township,,160,0.6320275,1
Very professional staff and services,HONDA Township,,161,0.47065127,0
"Great coffee
Service was OK.....",HONDA Township,,162,0.9465581,1
Good services,HONDA Township,,164,0.95589054,1
Too long que for new city,HONDA Township,0.0,166,0.43922552,0
Very busy. No one to talk to,HONDA Township,0.0,167,0.4647547,0
Good services,HONDA Township,,169,0.95589054,1
Done regular Car service. Good customer service. Satisfied,HONDA Township,,170,0.8838315,1
Very bad experience i visited Honda township because i am facing RPM fluctuation in my Honda civic 8th generation and even my car is maintained by Honda township..the staff didn't check the issue of rpm fluctuation i am facing..they just check other things like suspension and give me estimate of their labor for suspension.. At least try to check and resolve the issues faced by customer in their vehicle rather than checking other things..,HONDA Township,0.0,171,0.1982764,0
Good people are there,HONDA Township,,172,0.95490694,1
"I have the worst experience. After opening car, they said that they have no spare part. It will be delivered after two weeks howeve they need service charges.",HONDA Township,0.0,174,0.12086268,0
First time there. Courteous Staff.,HONDA Township,,175,0.9131346,1
Supporting staff,HONDA Township,,176,0.68495154,1
Extremely expensive job rate at there. No doubt work is satisfactory but very expansive.,HONDA Township,0.0,177,0.25555146,0
Good service,HONDA Township,,178,0.95621544,1
Good showroom,HONDA Township,,179,0.95696723,1
Main way area of pico road connects internal lahore with lakhpat. It has not so much local facilities.Properly short route towards Qasoor road and DHA residentials.,HONDA Township,,180,0.33092672,0
"The staff here is amazing, better than most however the reason i am giving it one star is because of how their management treats the staff.

Their staff is the reason their customer gets satisfied but in this scorching heat and pandemic around us. They were being served water in a desi cooler with ice bricks bought from the outside with one disposable glass placed to be shared by the whole staff.

The other water dispenser can be clearly seen inside the waiting room for the customers. How hard it is for them to install one for their own employees? It put me off that they are saving the cost on the wrong side.",HONDA Township,,181,0.28651696,0
COO Mr.Adnan and team is just mervellous .coordinater Sajjad is very active keep it up,HONDA Township,,182,0.29091728,0
Very good service,HONDA Township,,183,0.9738459,1
Well maintained showroom,HONDA Township,,184,0.3219855,0
Very cooperative machanics with hight level of experience. Smooth working and pationate skills.,HONDA Township,,185,0.69866544,1
They follow SOPs issued by Honda. Up to the mark. They also offer mini offers for maintenance. Recommended,HONDA Township,,186,0.31441084,0
Variety of Honda  cars available,HONDA Township,,187,0.86495745,1
Hate this location that is carapt mafia,HONDA Township,0.0,188,0.124618106,0
Very positive experience. Highly Recommended for Honda users rather wastimg time and money diagnoses. Just pop in and this will be really a Quick Fit.,HONDA Township,,190,0.58648384,1
"Overall experience was great.....Better than visit to Honda Gateway......for periodic maintenance of car...
Slightly improvement is required in customer care.....and cashier towards the customers....",HONDA Township,,191,0.5924911,1
Nice workshop,HONDA Township,,192,0.95876354,1
Good facility. Avoid Lunch time from 1:30 to 2:30 for slow service.,HONDA Township,,193,0.69294435,1
"Poor diagnostic service.
Unprofessional approach
Normal repair takes several visits .
Change other parts instead of faulty ..might to make money ....if C is faulty....they change A then B and then C ...
Although tea and coffee is self service and unlimited",HONDA Township,0.0,194,0.3115406,0
"Good 3 S.
Have good repair & maintenance setup",HONDA Township,,195,0.9561788,1
Staff is very cooperative and expert.,HONDA Township,,196,0.65398353,1
You can booked your favourite Honda Cars at this place.,HONDA Township,,197,0.29373437,0
Great workers and staff,HONDA Township,,198,0.96812505,1
Nice showroom with decent and professional staff,HONDA Township,,199,0.87455565,1
"Helpful staff. The place is quiet spacious for the type of work done here. Waiting area available. 4 stars because they charge too much, however it has nothing to do with the place, infact its the company's policy.",HONDA Township,,200,0.46924934,0
Very professional and courteous staff who ensure customer satisfaction and get the work done in committed time. One feels very comfortable interacting with them.,HONDA Township,,203,0.7798625,1
They are not following SOPs they don't wear quality masks and using quality sanitisers ....they are not following it at all,HONDA Township,,204,0.32509091,0
"Well I had a short trip to Pakistan Lahore and decided to purchase car. Eventhough buying car is a lengthy complicated and time consuming process but with the support of Honda Township especially  Mr Shahzad, it was very fast hassle  free and we got the car within three days. He helped us for insurance  registration and tracker also. I am  fully impressed with the level  of service and strongly  recommend to car buyers for this particular car dealer.",HONDA Township,,205,0.3858922,0
Professional and coprative staff really I enjoy the visit,HONDA Township,,206,0.63417757,1
One of the best Honda's 3S dealership,HONDA Township,,207,0.959545,1
"Staff is good, standard service as prevailing on other Honda Centers.",HONDA Township,,208,0.54202884,1
"Very cooperative staff ,in and out in a quicky",HONDA Township,,209,0.624986,1
"Competent and friendly staff. Honda Township is offering gold membership with lot of free and discounted services  only in Rs. 2,000.00 for an year.",HONDA Township,,210,0.76760364,1
Best Services,HONDA Township,,211,0.9630891,1
Cooperative staff,HONDA Township,,212,0.32343942,0
Neat n Clean,HONDA Township,,213,0.9209579,1
Good service but in old way.,HONDA Township,,214,0.85860544,1
"The  company dont provide mask  to visitors .. even with so much big setup.. thy are chwal .. dont let enter people
Poor facilites.. Aik airbag tu 26lac ki car mei de nai sakay.. ye mask dein gey",HONDA Township,0.0,215,0.27769777,0
The service is good but now they are charging 2.1 percent on credit card payment which in my opinion is not fair. A company like Honda discouraging cashless transactions.,HONDA Township,,216,0.47128636,0
Very nice and experienced staff,HONDA Township,,217,0.970696,1
Awesome Environment,HONDA Township,,218,0.9791622,1
Best honda town ship in lahore good staf good work team..,HONDA Township,,220,0.95369416,1
Well trained Staff and neat and clean area,HONDA Township,,221,0.91663605,1
Good after sales services. Neat and clean place,HONDA Township,,222,0.9333343,1
Service is their moto.,HONDA Township,,223,0.30489564,0
"Best workshop for Honda cars, best services, rates and technical staff",HONDA Township,,224,0.89448804,1
"Good services as compared to other Honda Centres in lahore
But Denting is not their speciality",HONDA Township,,225,0.65416104,1
Quality service,HONDA Township,,227,0.32103062,0
"Good well maintained service area ,management and SOPs",HONDA Township,,228,0.9494909,1
"Good & cooperative Staff,",HONDA Township,,229,0.9573138,1
Good customer services but delivery time is 3-4 months,HONDA Township,,231,0.9445515,1
Excellent customer service,HONDA Township,,232,0.9795008,1
Very helpful people! Always a delight,HONDA Township,0.0,233,0.6606447,1
Very expensive and average,HONDA Township,,235,0.20318735,0
Diamond Paints Pakistan no 1 paints,HONDA Township,,236,0.29144928,0
Cooperative people,HONDA Township,,237,0.32593617,0
"Very professional staff, good services!",HONDA Township,,238,0.857577,1
Very cooperative staff,HONDA Township,,239,0.68299675,1
Honda is one of the best brand in pakistan,HONDA Township,,240,0.954028,1
"Very professional staff
Cooperate behavior
Neat and clean
Overall its excellent ???? ??",HONDA Township,,241,0.85094494,1
Very co operative staff.,HONDA Township,,242,0.6745974,1
Too expensive but best in work,HONDA Township,,243,0.735038,1
Neat n clean environment but staff is not helpful and friendly,HONDA Township,,244,0.8705444,1
Good service,HONDA Township,,245,0.95621544,1
"Good experience overall except handing over of vehicle.
Not professional approach of that department.",HONDA Township,,246,0.5166649,1
Good place for Honda services,HONDA Township,,247,0.95563394,1
Good service,HONDA Township,,248,0.95621544,1
Satisified with the work,HONDA Township,,250,0.30377957,0
They are providing best services,HONDA Township,,251,0.95415723,1
Take many days for repairing. Very slow car becomes unavailable for many days for small tasks.,HONDA Township,,252,0.51564616,1
Best auto workshop in Lahore staff is very professional,HONDA Township,,253,0.8556367,1
Best service provider in the area,HONDA Township,,254,0.9589237,1
very expensive.  i have changed my Honda BRV rare fender light 3 days ago. in the market brand new light price was 23500  but they charged  35500,HONDA Township,,256,0.51996976,1
Good dealers,HONDA Township,,257,0.9570115,1
Good service,HONDA Township,,258,0.95621544,1
Good mechanics diagnostic was quick but charges extra 2% on card for no reason,HONDA Township,,259,0.67578673,1
"Impressive service, they didn't wasted time like many other workshops. The service area was clean and well kept. Overall a nice experience",HONDA Township,,260,0.7406471,1
Staff is very good dealing.,HONDA Township,,261,0.9702946,1
"In our case they made blunder in documents which caused delay in release of vehicle by 7 hours and caused us to make unnecessary 3 trips wasting lot of time .
The accessories shop gave timeline of 1 or 1.5 hour work and took 2.5 hours .",HONDA Township,,263,0.22712025,0
"They charge high price.
Provided old tag low price air filter and charge high price by saying price increase ho gaya hy.",HONDA Township,,265,0.34188688,0
Best exp ...best team. Mr. Fareed is most competent and corporative team leader,HONDA Township,,266,0.9178276,1
Went to get denting of my brv under insurance. Seems professional people.,HONDA Township,,267,0.3469435,0
It's a Honda cars showroom.  New cars. Car workshop.  Honda cars spare part.,HONDA Township,,269,0.6476549,1
Nice atmosphere & good service,HONDA Township,,270,0.9607786,1
Very clean.  Professional and timely service.,HONDA Township,,272,0.8439268,1
Honda township was previously suzuki township motors.Organized sale point and service and repair area is also good. Service Staff is good and expert. Overall its a good place to buy and service your honda cars.,HONDA Township,,273,0.7114028,1
Honda cars 3s dealership,HONDA Township,,274,0.32063487,0
"We (myself and mother) purchased Honda BRV-S from honda township in Sep-2020. Staff is very professional and polite. Hassle-free and smooth experience.

I would recommend Ms. Farah in sales to Honda Township management for bonus for her excellent services and treating customer is best possible way (including after sales). Giving 5/5 star rating because her positive and welcoming attitude towards my mother and myself (whenever we visited the showroom)

We were returned around 6700/- which over paid during vehicle purchase even we were not aware of it (not very common practice in Pakistan, honest Staff)

Thanks!",HONDA Township,,275,0.37406272,0
Very over priced! Honda being honda! Zero customer value!,HONDA Township,,276,0.5885037,1
Still airbags are missing in city,HONDA Township,,277,0.21030128,0
Only the Staff is very Good guider nd cooperative,HONDA Township,,278,0.9244209,1
It is so far the best Honda dealership. The staff is very cooperative along with the workers. They calmly listen to what you are saying and also ex0lain everything in detail. They do not do 'JUGARS' and work each and everything step by step. They have the proper tools for everything. Really satisfied.,HONDA Township,,279,0.5188908,1
Good work and staff is very good and cooperative,HONDA Township,,281,0.96343356,1
Really very nice experience .. in love with their good management ever since they were suzuki township i have been their loyal and satisfied customer.  Deserve 5 star,HONDA Township,,282,0.85673237,1
Sales Department Not Good,HONDA Township,,283,0.20798853,0
We have visited last week and none of the saleman came to us to explain or guide us about the feature and specs of the vehicles....,HONDA Township,,284,0.28497905,0
Quick service. Very careful about customer services,HONDA Township,,285,0.7241065,1
The charge extra fee on credit cards,HONDA Township,,287,0.2901755,0
Been to the place twice now. Very well experienced staff with good standard maintenance practises. Keep it up.,HONDA Township,,288,0.845518,1
"Courteous staff, prompt service and conveniently located.",HONDA Township,,289,0.93638927,1
I was went to replace my Honda City side mirrors. After all process they have checked that only one mirror is available in their store. They told me it will take more than a week to order other mirror.  This is very unreasonable thing for a main stream Honda workshop.,HONDA Township,,290,0.41021675,0
OK staff. Not too welcoming unlike other honda centres,HONDA Township,,291,0.47569332,0
"Timely response,  excellent service.",HONDA Township,,292,0.9780561,1
Its Was By Mistake . Best Services Of Honda Townahip,HONDA Township,,293,0.95306623,1
Better experience than city sales and honda point.,HONDA Township,,295,0.9067233,1
"Typical 3s shop of cars. Nothing special to mention

Its been 6 months since i purchased RS Turbo and till date extended warranty of 75000km or 3 years not arranged. This is bringing bad name for Honda and the 3S outlet. I insisted at the time of delivery but was told that we will inform you soon but unfortunately no update till date. I request once again to the dealer and the manufacturer to do the needful without further delay. Thank you",HONDA Township,,296,0.26744688,0
Hello honda service is so ??Good and fast and neat work love,HONDA Township,,298,0.9141833,1
"They have done miscommittment with their loya customers who had bought the vouchers in loyality program.
Do not invest in any kind of loyality program or promotion offered by Honda Township.
Most of thr loyal customers are facing this issue and no one is there to hear the voice of customers. The staff was also rude.
Lastly, pls beware
1 - while alignment , the mechanic will try level best to  sell you thay ur chambers need repairing @ approx rs. 3500, however when u resist he will deal with you in just Rs. 500/- which u will give him while test drive.
2- same scenario is with engine service, the person will tell you that u needs throttle service that cost around rs.2500/- but when u resist he will do the same as mentioned in point #1.",HONDA Township,,300,0.2782105,0
Quite big showroom but I went there to pick up parcel not for dealing that's why can't say anything about their commercial level of dealing and vehicles quality...,HONDA Township,,301,0.31299427,0
They are not delivered vehicles in time.poor management.even honda gave no rights to there client for complaints. No one own responsibility of clients satisfaction,HONDA Township,,302,0.4238103,0
Good working environment.Proper arrangements for precautions relating to Corona.,HONDA Township,,303,0.73275524,1
Very cooperative staff. Best service,HONDA Township,,304,0.90322995,1
It was good experience. They have trained staff.,HONDA Township,,305,0.94934946,1
Ridiculously expensive,HONDA Township,,306,0.18046418,0
"Actually the staff here, attitude and the service level is far much better than Honda City Sales. Honda City Sales dealership has also been cancelled by Honda anyway. I had a warranty claim today and it absolutely hassle free at Honda Township, I would definitely and absolutely recommend them!",HONDA Township,,307,0.48142484,0
Professional and very cooperative,HONDA Township,,308,0.55892265,1
Customer service was cheater and laier,HONDA Township,,309,0.29290295,0
"Nice and huge  place,car show room,workshop ,office  all thing at a place.",HONDA Township,,311,0.9049203,1
"Good customer service. Great staff. Ask for Mushtaq from accesories department, he's a very helpful and nice guy.",HONDA Township,,312,0.893218,1
Some mechanics are really good but non professional management,HONDA Township,,313,0.7842205,1
Need to improve,HONDA Township,,314,0.30343673,0
Excellent service,HONDA Township,,316,0.98042727,1
Professional staff. Committed. Timely delivery of vehicle after denting & painting.,HONDA Township,,317,0.39103186,0
Technicians are not very professional,HONDA Township,,318,0.2744699,0
"Made a deal for new Honda City but Miss commitments, unprofessional work ethics, worst experience to do business with them, very disappointed",HONDA Township,,319,0.15968221,0
Test drive of brv,HONDA Township,,320,0.2991764,0
good service,HONDA Township,,321,0.95621544,1
One of the Honda dealers of the city.,HONDA Township,,322,0.30654958,0
Good Showroom. Good services,HONDA Township,,324,0.95763737,1
Good service in maintenance of vehicles,HONDA Township,,326,0.95331633,1
very costly n inexperienced,HONDA Township,,329,0.5594487,1
Great place and great people,HONDA Township,,330,0.9695084,1
Nice experience.,HONDA Township,,331,0.9590015,1
Car service and Moballil change,HONDA Township,,332,0.30301163,0
all services are available,HONDA Township,,333,0.85642713,1
"Experience was good, better than other dealerships.",HONDA Township,,335,0.86188823,1
Excellent customer service...free coffee/tea counter...wifi and tv in waiting area...good time management..professional team,HONDA Township,,336,0.897291,1
Honda cavalary is better option,HONDA Township,,338,0.9059414,1
Work shop have a good and professional mechanic,HONDA Township,,339,0.844937,1
I had bad experience. they didn't had bolts to install speakers and I had to wait 1 hour. Except that staff there was co-operative and trained.,HONDA Township,,340,0.15568551,0
Good service and nice hospitality. Comparative Staff,HONDA Township,,342,0.9551631,1
Very good experience and economical rates compare to other honda dealerships. They are also offering discount coupons for different services,HONDA Township,,343,0.70942676,1
Good service.,HONDA Township,,344,0.95621544,1
Perfect Services.... Mr Adeel is Very cooperative,HONDA Township,,345,0.9396113,1
Efficient service with cordial environment,HONDA Township,,346,0.30401865,0
The great honda town ship....,HONDA Township,,348,0.96796584,1
very expensive and lazy staff,HONDA Township,,349,0.21587127,0
Authorized dealer RECOMMENDED,HONDA Township,,351,0.31526375,0
Good environment. Cooperative staff.,HONDA Township,,352,0.95796204,1
Nice services.,HONDA Township,,353,0.9578704,1
Good people,HONDA Township,,354,0.957172,1
Excellent services with excellent atmosphere,HONDA Township,,355,0.9789313,1
"Service area and staff is nice, however they only provide services for local cars and do not deal in imported cars.",HONDA Township,,357,0.63034874,1
Nothing special here,HONDA Township,,359,0.8875812,1
Always we buy from here,HONDA Township,,362,0.30920756,0
Good service,HONDA Township,,363,0.95621544,1
Pathetic & unprofessional team zero customer services. Today I visited them for oil change @ 5:20 and all their team winded up and said  that we are closing by 5:30pm so can't entertain. Simply alarming. Ideally a professionals allow you to enter till the closing timing and they entertain all who get entry till that time. Honda Cars Pakistan VT should teach them some ethics before getting any dealer staff on board.,HONDA Township,,364,0.3042066,0
"Services are good, customer waiting area and facilities are also good. But really time consuming and long awaiting for turn.",HONDA Township,,365,0.7670941,1
Good Services,HONDA Township,,366,0.95589054,1
Good service,HONDA Township,,367,0.95621544,1
Good workshop experiences staff,HONDA Township,,368,0.95449007,1
"Best services from all other honda showrooms, staff is tough well for etiquettes, expert in mechanical works.",HONDA Township,,369,0.5462803,1
Best dealership in this area.. customer service is best.,HONDA Township,,370,0.9494926,1
Good staff and service.,HONDA Township,,371,0.95413643,1
