wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
"Had been their loyal customer since we purchased and maintained our vehicle through this outlet of Honda; year 2012 onwards till 2018.
After sale services are good but the policy makers and owners do not want to take responsibility if the clients wishes are not fulfilled.
They charge extra 2% if anyone wants to pay through credit card while their competitors do not.
They may provide you with expired low quality wiper rubbers while claiming full price of genuine company produced rubber until refused.
They need to be more focused towards client.",HONDA Point,,237,0.34282553,0
Very expensive in every manner .they use the same parts which is already used in open market .,HONDA Point,,238,0.2423566,0
The labour is very unprofessional as one of the mechanic opened the spark plug while the engine was very dusty and dusted the engine when the spark plugs were out and pistons were visible which led dust into the enigne which was very unprofessional by them.,HONDA Point,,240,0.32970703,0
Best Services,HONDA Point,,242,0.9630891,1
Nice and courteous service staff,HONDA Point,,243,0.95340574,1
Not good cooperation,HONDA Point,,245,0.21105377,0
Poor customer service,HONDA Point,,247,0.19521992,0
Honda car show room located on very very good place. Airport road is very beautiful and busy and Honda point also very beautiful.,HONDA Point,,248,0.93769884,1
"I had bought a new civic and 2 months later the AC wasn?? working. Went to this showroom and had to deal with the worst experience. The general manager is Not trained to talk to customers. Rude and disrespectful. It?? unfortunate we only have limited options in Pakistan, otherwise would never buy a Honda after this experience. He was quoting me the terms and conditions of the sale, that was his customer service abilities. Buy your car from other dealers like jail road who have better service. These gurys don?? deserve customer loyalty",HONDA Point,,250,0.2397532,0
Not Good serives,HONDA Point,,251,0.21038418,0
Technical  team is nice . But Management is worse,HONDA Point,,252,0.56666714,1
Pathetic. Don't get any service.,HONDA Point,,253,0.10104948,0
Over priced and bad value for money. Solution to every problem offered is to change the part.,HONDA Point,,254,0.14662944,0
Good service,HONDA Point,,255,0.95621544,1
This is near to my home,HONDA Point,,257,0.5513036,1
Worst Honda Centre ever visited. Illiterate staff and no satisfactory work.,HONDA Point,,258,0.10302821,0
Went to get camera replaced in warranty. They checked and told me to go to faisal town to get it changed. Very poor service. Disappointing.,HONDA Point,,259,0.20742036,0
Have huge variety of Honda product,HONDA Point,,260,0.9232983,1
"Met Sonia Sameer, very friendly and proactive, however car keys were not available as per policy - I could not check car multimedia system or speakers!",HONDA Point,,261,0.39216894,0
Good service,HONDA Point,,262,0.95621544,1
Very expensive,HONDA Point,,263,0.15329945,0
Honda .....,HONDA Point,,264,0.3266847,0
Poor service kept waiting for 45 minutes and after that they said work can't start now and have to be done tomorrow ....,HONDA Point,,265,0.19327307,0
Not satisfying,HONDA Point,,266,0.38102266,0
"Overall good experience according to work and their facility. Good and friendly technical staff.
Charges are double high than any good garage
Office staff needs much improvement.",HONDA Point,,267,0.5449594,1
It was good,HONDA Point,,268,0.9526343,1
Not bad but not good either...,HONDA Point,,269,0.4065678,0
"Have fake policies, hidden charges, very rude with customers, long long long waitings, miss management, works bluff customers for the work not needed. Works are the face of management. Untrained workers, "" KAMCHOOR""",HONDA Point,,270,0.2612476,0
"Good staff, well behaved workers, satisfactory work but prices are too high as compare to quality of spare parts. They must lower their prices of parts and procedures.",HONDA Point,,271,0.67187244,1
Very good service.,HONDA Point,,275,0.9738459,1
Too expensive for regular vehicle maintenance,HONDA Point,,276,0.20974894,0
Best customer service and fully satisfied with their service mechanics are truly professional,HONDA Point,,277,0.87834597,1
Let's see as Booker a car  how they will give service,HONDA Point,,278,0.2698654,0
Fraud people and worst service ever....,HONDA Point,,279,0.09903798,0
Useless staff. Not interested in customers unless they smell a real deal. They dont like to entertain. Very greedy and money minded management. They dont even care to get up from their seat. All over a very disappointing experience.,HONDA Point,,280,0.32231906,0
Very good customer service. But still improvements required.,HONDA Point,,281,0.9660768,1
Pathetic Service,HONDA Point,,282,0.09785193,0
"This is the worst workshop on the planet, since they have only one honda workshop they dont care if you are satisfied or not.",HONDA Point,,283,0.35099313,0
Bad name on honda,HONDA Point,,285,0.13159932,0
Worst customer service. Total mismangement  in their after sale service deparment & at workshop department. Extreme lack of professionalism did my blunder to buy car from Honda Point DHA Lahore. Suggest all the new customers neither buy new car from them nor get mechanical services from Honda Point.,HONDA Point,,286,0.26961315,0
"Non cooperative staff, arrogant, poor services.",HONDA Point,,287,0.19708122,0
Honda dealership,HONDA Point,,288,0.32202286,0
Worst Customer Service. Dodgy and Cheating Business Practices.,HONDA Point,,289,0.10097554,0
"Too expensive, good for oil change only they have good quality, honda should give some relaxation to there customers",HONDA Point,,290,0.72817236,1
not affordable,HONDA Point,,291,0.30693144,0
"Easy to access the car with 'hands on'  , the staff was gud",HONDA Point,,292,0.8895085,1
Nice people,HONDA Point,,293,0.9591328,1
Business point,HONDA Point,,294,0.32159346,0
A bit slow service but overall it was good,HONDA Point,,295,0.5234363,1
Good customer services,HONDA Point,,296,0.95405215,1
It's Honda cars dealer with all kind of facilities.,HONDA Point,,298,0.9445419,1
"Based on 11yrs of experience, this DS is a scam. From delivering highest number of ??amaged & repaired?Â·new cars to unsuspecting customers, selling fake locally packaged fluids in the name of HONDA Genuine to selling B quality spares at 20x prices compared to local market, this dealership is a nightmare.

If you call HONDA ATLAS for their opinion, even they don?? recommend Honda Point.

Except couple HONDA certified techs, most labor at this facility, that actually works on your cars, are untrained daily wages labor.

BodyShop does poor cosmetic repairs without proper denting or surface prep, not giving layers enough time to dry and cure.

Pays its employees below minimum wages, no medical insurance. Mechanics suck out toxic fluids like coolants and brake oil with tubes into their mouth & spit it out like it?? still 1875 at HONDA Point.",HONDA Point,,299,0.22084942,0
Main ty honda e lesan. Just fun,HONDA Point,,300,0.62801635,1
Huge outlet,HONDA Point,,301,0.93243563,1
"Mechanical side and Mechanics of Honda Point has always been Brilliant. It's just the reception, billing section and meet and greet part of it which needs a lot of improvement. The non technical staff on the desks is rude, non cooperative and unskilled. Other than that I'm so sure, Honda Point can do much better under the supervision of Mr. Mansoor Mazhar",HONDA Point,,302,0.44262922,0
"Very high prices for parts and labour
Bekar administration",HONDA Point,,303,0.7812467,1
Honda point,HONDA Point,,304,0.32539162,0
"Quality service,  but too much expensive",HONDA Point,,305,0.17311913,0
"Good location close to Dha, Airport and Cantt.",HONDA Point,,307,0.93816257,1
I am very much satisfied by the services being provided by Honda Motors. The body and paint shop staff were very cooperative and they know their job They did quality work and The management is appreciated for that Thanks,HONDA Point,,308,0.6015454,1
Useless sales staff...Very snobby attitude with little knowhow of their own job. Messed up my home address on the file of the car. Smart card had someone else's phone number instead of the one I gave. Wouldn't buy any vehicle from them again. Also their after service is a mess as compared to Toyota (This is coming from a massive Honda fan),HONDA Point,,309,0.29649207,0
Just on the road not entered even parking,HONDA Point,,310,0.26788476,0
Convenient location. 3 S service.  Excellent sales staff,HONDA Point,,311,0.97487974,1
"You have Honda, you should visit Honda point",HONDA Point,,312,0.3012082,0
Great i like it,HONDA Point,,313,0.96527874,1
Best Honda 3s dealer in Lahore,HONDA Point,,314,0.9623816,1
"Very poor customer relation services, prices are very high as compare to quality of work. They even don't deserve a single star",HONDA Point,,315,0.28941467,0
As compare to Toyota (Walton Motors) they don't offer water or tea while waiting for the service. (Customer Care needs to be managed well),HONDA Point,,317,0.29829007,0
Very costly services. Mechanical works not recommended,HONDA Point,,318,0.578089,1
"Overall experience is fine. Honda Point is expensive in terms of labor charges. They charge for labor separately for each task. For example, if a person is changing oil and you request him to check for spark plugs, company would charge separately for this, although the hood is already opened and all it would take is to unscrew some screws. The labor charges should be reasonable for any task that would not require extra labor effort.",HONDA Point,,319,0.29310644,0
Not a very helpful setup.,HONDA Point,,320,0.2729587,0
Honda Point,HONDA Point,,322,0.32539162,0
"Extremely non cooperative staff at the service center. They do not attend car on the  allocated time given. Moreover My car / Honda City AT is in warranty, had issues from Day 1, of Battery and AC.. Nobody dare to resolve it",HONDA Point,,323,0.278352,0
"Shady people there,",HONDA Point,,324,0.27669245,0
Capable technicians. But beware of the billing staff.,HONDA Point,,325,0.63664186,1
"Poor air conditioning and pathetic sitting environment for the customer and people who are working there. One Ac for big hall and it was even 1990 model and there isn?? single
Electric fan.
Customer sweats while paying heavy bills.",HONDA Point,,326,0.23567973,0
Honda Service center,HONDA Point,,327,0.27395013,0
Honda delears at bhatta chock near aorport,HONDA Point,,328,0.531792,1
"Very good facility, mostly courteous staff but pathetic and cumbersome entry and exit processes. Below photo shows long queue of customers waiting to register their car for servicing.",HONDA Point,,329,0.46846944,0
Bad service.,HONDA Point,,330,0.13493465,0
Authorized Honda workshop & Showroom,HONDA Point,,331,0.3168178,0
"On the way , about there",HONDA Point,,332,0.29701605,0
Had a very bad experience,HONDA Point,,333,0.106937304,0
