wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
Received Honda City  Inspires 22 fully loaded Auto for my Elder Daughter N.Qaiser.,HONDA Gateway,1.0,70,0.28137773,0
They're continuously increasing prices either it's car or parts or even the motor oils. Also they've increased labor rates to far out of it's peak. I mean who's gonna charge 20k labor to change a coil only? Disgusting,HONDA Gateway,0.0,71,0.26540792,0
"I had an issue with the car engine, which they couldn't resolve unfortunately.

Hello Sir, you asked for the date of visit and the car #. So here it is. Please respond so that I can explain. Thanks.
Date of visit 1-August 2022.
Car number: LEA 3261

20 Sep 22
There is no response from Honda gateway on my above issue.",HONDA Gateway,0.0,72,0.27201515,0
Kam mahnga a par serivice changi dendy ne . A1 PA G,HONDA Gateway,1.0,73,0.2784378,0
Good service,HONDA Gateway,1.0,74,0.95621544,1
Good dealer,HONDA Gateway,1.0,75,0.9562739,1
Parts not available,HONDA Gateway,0.0,77,0.23867664,0
"First off, it is right at the start of Lahore on main GT road, before Tokhar Niaz Baig stop, which makes it accessible. But if you are coming from Askari 11, like I was, it is way too far.

Maintenance Shop:
Service centre has two shops, on ground floor, maintenance, electrical and engine works.

Body and Paint Shop:
It is below the ground floor in basement. Attaching pictures so you can see.

My review of the maintenance shop is that their response/customer service is good, but work is average. I had 120,000 KM inspection done which included Alignment and balancing but their alignment was not upto the mark.
They did not have parts for my car...didn't have a simple Air filter for Civic Reborn. They focused on replacement of parts rather than maintenance and the irony is they didn't have the parts. So as I said, average.

Now the paint shop, the same, response is good. They guy who entertained me(M. Pervaiz) was very helpful and took out time from his break time to see my car. Same story with parts, they didn't have reborn bumper or mudguards. They got China made parts and had them painted. Same foucus on replacement rather than repair.

Overall the People are responsive and supportive.",HONDA Gateway,,78,0.17179483,0
Informative,HONDA Gateway,1.0,79,0.32357377,0
Good place for Car purchasers,HONDA Gateway,1.0,80,0.95440686,1
Very bad Service n not customer care,HONDA Gateway,0.0,81,0.10664293,0
Good service and good staff,HONDA Gateway,1.0,82,0.9561866,1
Like always a satisfied customer. Salman guy here is really experienced and intelligent,HONDA Gateway,1.0,83,0.9374749,1
Lovely place ?? Â,HONDA Gateway,1.0,84,0.94046235,1
Professional customer service.,HONDA Gateway,1.0,85,0.42638117,0
"Good service, satisfied Mr.Main Umair sahib is a very cooperative person there.",HONDA Gateway,1.0,86,0.8911229,1
Good service & Guest area,HONDA Gateway,1.0,87,0.9541956,1
Well equipped Honda workshop for cars.,HONDA Gateway,1.0,89,0.32066968,0
great service area. staff is very helpful.,HONDA Gateway,1.0,90,0.91745704,1
The dealership have un matched space but uncooperative staff,HONDA Gateway,0.0,91,0.27870107,0
Fast service,HONDA Gateway,1.0,92,0.83288604,1
Insurance can be claimed there in the basement. Service station is in ground floor.,HONDA Gateway,,93,0.27049047,0
Quality of service deteriorate over the time,HONDA Gateway,0.0,94,0.29561776,0
great place,HONDA Gateway,1.0,95,0.9680341,1
"Professional staff, organized work flow, peace of mind
Update after 2 years - amazing how they continue to uphold the first comment.",HONDA Gateway,1.0,96,0.6935771,1
Professional team here is good,HONDA Gateway,1.0,97,0.8477563,1
Good service,HONDA Gateway,1.0,98,0.95621544,1
"Honda Gateway is grate their workers and every thing
but there service was slow",HONDA Gateway,1.0,99,0.21072283,0
"Good service, satisfied. After the  electronic tune up mileage improved from 12 km in the city to 15 km..
Motorway near 18 km. More power and quick pick.
Today 2/4/22
Took a long time to change headlight tube, that too after follow up.
Cars need to be timed in and out, service levels fixed for each job. Review by service manager to arrive at efficency levels.
Store was out of fish bulbs???
Also for car horns, no brackets, they told me they get their parts from bilal gunj, car parts second hand market.
Not what you expect of a Honda car dealer.
Is the engine oil recycled too?",HONDA Gateway,1.0,101,0.31728655,0
"Very nice and neat premises, staff is cooperating too.
Workshop is neat, supervisors are attentive, whereas technicians though trained, but are a little skippy.
My overall experience of workshop is good and satisfactory.
??Honda Motors company unfairly give lengthy booking dates. Which is against honesty and a mark of shame on Honda.
There are no floor mats in new cars, not even the engine protective plastic sheild. These are very cheap items and should be provided with new car as compliment.
Honda is always copycat in terms of design and innovation as compared to Toyota, which is far batter in design and innovation.
Honda Pakistan is 5 to 7 years behind international market of Honda. Vehicles lack security and sensory features compared to same model in other countries. Whereas prices are higher comparing to Hondas' other Asian markets.
Honda Pakistan is not customer friendly and is not faithful to Pakistan and its citizens. Please check Honda vehicles price and features comparison in Asian countries vs Pakistan.
GovernmentÂs negligence too facilitates the manipulative manufacturers, rather than the citizens.",HONDA Gateway,1.0,102,0.22687532,0
Mr. Awan is a very cooperative person there.,HONDA Gateway,1.0,104,0.65441555,1
I have reservation about their customer service. The sale persons don't answer your calls and messages . And don't even call back.,HONDA Gateway,0.0,105,0.29538286,0
Visited on launch of new generation and staff didn't even know few features were not there to my amusement. Otherwise nice folks haven't made a purchase yet so can't comment on how good they are in process.,HONDA Gateway,,106,0.5154047,1
"Honda is a famous and reputed worldwide Car manufacturers. But, in my opinion, any world fame company when they are doing business in Pakistan, they get polluted. We had booked one Sunny Car against advance payment. Later on showroom again called and asked us to pay certain amount so that early delivery of car be arranged. It was paid, but when we approachec to take the car, they demanded another 2 lakh rupees above the agreed amount. We argued not to pay any amount above the agreed amount. Now they are trying to deliver these cars to others who are ready to pay extra amount too. This is nonsense. This is due to lack of speciific rules and laws to protect Customers. When our rulers are corrupt what can be expected from them.",HONDA Gateway,,107,0.24844983,0
Very good services especialy body shop,HONDA Gateway,1.0,109,0.9715873,1
It was Good by Service,HONDA Gateway,1.0,110,0.950924,1
"Services are poor, customer guidance is not too good",HONDA Gateway,0.0,111,0.5339819,1
Good service,HONDA Gateway,1.0,112,0.95621544,1
Good service,HONDA Gateway,1.0,113,0.95621544,1
I Think first and last deal with gateway,HONDA Gateway,0.0,115,0.40854213,0
"Tune of sales representative was different while purchasing and delivering.
Bought city Aspire but now we think in this price range this car is not recommended.

Anyhow this place provides car overall services in terms of purchasing new cars and maintaining your car.",HONDA Gateway,0.0,116,0.42284566,0
Good services,HONDA Gateway,1.0,117,0.95589054,1
staff behavior is good  and cooperative,HONDA Gateway,1.0,118,0.948318,1
"Had Engine & CVT Oil changed, with filters.",HONDA Gateway,,119,0.28054157,0
"Very bad behaviour of staff, less experience, poor service, less staff, do not have good knowledge about honda models, its better book somewhere else",HONDA Gateway,0.0,120,0.2947544,0
always a choice for honda lovers,HONDA Gateway,1.0,121,0.30466107,0
Mutant road thoker towards shahpur kanjran mandi,HONDA Gateway,,124,0.28916278,0
Nothing special,HONDA Gateway,0.0,125,0.88956046,1
"It is good place to have maintenance of your honda Car.Staff is professional and well trained.
This place should be open on sunday as well so the people who are doing job should be able to manage their car maintenance in their off days",HONDA Gateway,1.0,126,0.5542092,1
Lovely feedback,HONDA Gateway,1.0,127,0.9390005,1
SHAME ON HONDA FORT THIRD CLASS SERVICE,HONDA Gateway,0.0,128,0.28762442,0
It's good place for Honda car owners. Especially Mr. Rameez very nice person. Deals his clints very gently.,HONDA Gateway,1.0,129,0.90608996,1
"NOT Satisfied with the SERVICE DEPARTMENT; i had my vehicle diagnosed; the technician who started to diagnose the vehicle seemed like he was NOT happy to be part of the service department's team. He either was not experienced or did not think that satisfaction of the customer was important to him. Upon lifting the vehicle, first thing he told me to do is take the car back and have it washed underneath and then bring it back. His superior obviously disagreed with him and recommended to use a cleaner spray to clean the small area which was presenting the problem (a slow leaking oil pipe). From that point onwards till the end of the diagnosis, not only the technician DID NOT use the cleaner spray but also was not able to reach the loose clamp (the culprit of the problem). Throughout the process he did not remove the front wheel which was the right way to be able to reach the clamp easily but was not able to fix a simple clamp. The end of the story is that I had a simple mechanic at a mechanic '""workshop"" who charged me a simple Rs. 500 (yes correct 5 hundred and even that I insisted because he was generous enough to resist charging me anything) to fix that clamp and was able to do this on a simple jack by removing the front wheel. At some parts of the world, the dealerships are known as ""STEALERSHIPS"" for this exact reason. Please step up ur game Honda Gateway and not become a stealership... since your inexperienced technician then proceeded to tell me to have the entire pump replaced until I asked him to get the head mechanic who obviously disagreed with the technician's diagnosis. Even though I was NOT charged by your service department, I still think I have to present an accurate picture on google reviews.",HONDA Gateway,0.0,130,0.102339685,0
"Very busy place. Sale, parts and service facilities for Honda Vehicles is available.",HONDA Gateway,0.0,132,0.6958474,1
"Best experience. Easy to go and get your honda vehicle inspected and maintained.
Staff is very cooperative.",HONDA Gateway,1.0,133,0.8971562,1
Competitively better team.,HONDA Gateway,1.0,135,0.9104559,1
It's good professional staff & Quality services about your car ???. Â,HONDA Gateway,1.0,136,0.83518386,1
Wonderful showroom and good service provider,HONDA Gateway,1.0,137,0.9701089,1
Nice experience,HONDA Gateway,1.0,138,0.9590015,1
They didn't even have a meter to check the air.,HONDA Gateway,0.0,139,0.2733996,0
"Car repairing and service centre for Honda vehicles only. They perform regular service and repair & maintenance.

One should take prior appointment to avoid waiting for the turn.",HONDA Gateway,1.0,140,0.35390484,0
Excellent ? Â,HONDA Gateway,1.0,141,0.98076755,1
Corporative staff ..had great experience here related to spare parts,HONDA Gateway,1.0,142,0.88251114,1
Good very good services ? ? Â,HONDA Gateway,1.0,143,0.96749616,1
Very expensive but good quality work,HONDA Gateway,1.0,144,0.65827954,1
Poor value of money.  Lack in customer service,HONDA Gateway,0.0,145,0.18938556,0
To expansive,HONDA Gateway,0.0,148,0.31312948,0
Conventional Pakistani style,HONDA Gateway,,149,0.2789582,0
All types of honda vehicles are available here,HONDA Gateway,1.0,151,0.8632308,1
"They deal their customers on first priority, quite satisfied.",HONDA Gateway,1.0,152,0.8626131,1
"professional mechanism for all sorts of fault rectification with genuine spare parts , but shocking news is they are charging almost 2400Rs. for just entry and report card filing...",HONDA Gateway,0.0,154,0.2889233,0
Best Show Room,HONDA Gateway,,155,0.9612424,1
Hospital people,HONDA Gateway,,158,0.3181944,0
"The services are being provided upto satisfaction. Staff is cooperative.  However,  pray area at 1st floor of the workshop needs to be managed properly.",HONDA Gateway,,159,0.28242064,0
Good customer services!!,HONDA Gateway,,160,0.95405215,1
"A good complex to deal with sale and after sale, maintenance service",HONDA Gateway,,161,0.661854,1
Great experience.. it's better then the other honda service centers..,HONDA Gateway,,163,0.8692353,1
Professional and supportive staff,HONDA Gateway,,164,0.8663359,1
car dealers,HONDA Gateway,,165,0.32179898,0
Only good for buying parts,HONDA Gateway,,166,0.91911095,1
Great people to visit here ? Â,HONDA Gateway,,168,0.9650977,1
"Quite a small show room, did not have new honda city 1.5 varient",HONDA Gateway,,169,0.27241603,0
Excellent facility,HONDA Gateway,,170,0.9808012,1
Good service,HONDA Gateway,,171,0.95621544,1
Good place but they do not have denting facility.,HONDA Gateway,,172,0.93226784,1
It was awesome experience. Good work.,HONDA Gateway,,173,0.9657899,1
City honda is fabulous,HONDA Gateway,,174,0.93094534,1
Good and quickly service.,HONDA Gateway,,176,0.93033963,1
Aspire Hoda City New looks good,HONDA Gateway,,177,0.8919558,1
"Disappointed , disinformation. No customer care.",HONDA Gateway,,178,0.12836571,0
Professional Looters. They don't know the sensitivity of the work. They just charge money,HONDA Gateway,,179,0.30935782,0
Hina hashmi cooperated and assisted efficiently during our visit at Honda.,HONDA Gateway,,180,0.27523783,0
Today i went for a checkup. My car was not running smooth after i got it tunned from Honda gateway.  They demanded 3500 just to take a look at the car.  That is very unprofessional. Like seriously!!!,HONDA Gateway,,181,0.40060028,0
Wrong google map location,HONDA Gateway,,182,0.18790564,0
"I bought my car from Honda City Sales Kalma Chowk and used to get car maintenance from them.
My second visit to Honda Gateway (2/07/2021) for oil change and same irresponsible behavior as before, staff insulting each other and working in uniform shirts. The same work that used to be done in just fifteen minutes takes an hour, just wasting time",HONDA Gateway,,183,0.27621853,0
Best Honda dealership,HONDA Gateway,,184,0.96404237,1
Not good. They charge 2.5% on creditcard transactions and in their waiting room no disposable glasses available in this hot summer. But yes they charge like anything,HONDA Gateway,,185,0.40733367,0
Its good for car but expensive now . Labour charges are really high.,HONDA Gateway,,186,0.5548192,1
Work is good but charges are very high.,HONDA Gateway,,187,0.9090848,1
Best service,HONDA Gateway,,188,0.963393,1
Quick repairs and claims,HONDA Gateway,,189,0.8607507,1
Good guidance,HONDA Gateway,,190,0.95465213,1
"The maintenance staff needs to be active and with professional behaviour
Card payments must not be extra charged",HONDA Gateway,,191,0.27448717,0
"Nice place but mubarkiyan system disturbs.
Honda civic k matt jo k company saath deti hai.woh nikal lety hain.
Dukh huwa.kafi zid or takraar k baad inho ny hmyn wapis kr diye.",HONDA Gateway,,192,0.6932635,1
It's a huge showroom of Honda where you can buy your favourite cars.,HONDA Gateway,,193,0.9049267,1
Service standard is good. Staff is cooperative but the owner needs to be vigilant and should point out the required services.,HONDA Gateway,,194,0.63648885,1
Best vehicle showroom,HONDA Gateway,,195,0.9642344,1
Worst service ever provided at any Honda dealership. Close it now.  It's a mafia not service provider,HONDA Gateway,,196,0.112712115,0
3S Dealer..,HONDA Gateway,,197,0.32054728,0
"Saly choar hn sb , gharion ki qeemat japan se b ziada andar kush h nhi.
Sb pharay jan gy.",HONDA Gateway,,198,0.28283277,0
"The services at Honda Gateway are not exceptional, their prices of spare parts are high and the mechanics will do just an average work, playing Pubg at workplace.",HONDA Gateway,,200,0.2936843,0
Overal experience is ok....,HONDA Gateway,,201,0.9110814,1
Workshop and waiting area of customers doesn't reflect of Honda brand.,HONDA Gateway,,202,0.2753169,0
Excellent performance for Booking and Guiding New Honda Cars,HONDA Gateway,,203,0.9360248,1
Good service,HONDA Gateway,,204,0.95621544,1
Best Car Booking Showroom Of Honda.,HONDA Gateway,,205,0.9598625,1
Good helpful staff. Pricey.,HONDA Gateway,,206,0.95395905,1
Good service,HONDA Gateway,,207,0.95621544,1
"Good 3 S service
Specially there paint shop
Staff is very cooperation
I m sending cars from last 10 years",HONDA Gateway,,208,0.6841071,1
Good staff and services. Fully satisfied ??,HONDA Gateway,,209,0.9467536,1
"Visited their body shop for car repairs. Nice environment, and waiting room is cool for families as well.",HONDA Gateway,,210,0.9020102,1
Workers are free to whatever they want to do. Honda doesn't take responsibility and only focus on payments.,HONDA Gateway,,211,0.68164164,1
Staff is very courtious and professional. The body works shop staffs' skills and customer care is one of the best I have experienced in Lahore.,HONDA Gateway,,212,0.8402463,1
Service area is good.,HONDA Gateway,,213,0.95133024,1
Good service,HONDA Gateway,,214,0.95621544,1
"Usually they are better
But this time when i went for oil change in my civic, they didn't even look at air filter. 3 days later while checking for water in wipers, i just opened up air filter it was all choked. Not satisfied now",HONDA Gateway,,215,0.3689757,0
"Quality maintainence, professional team. But you have to be more aggressive to get details for service what is the issue and what is the next.",HONDA Gateway,,216,0.396995,0
My car maintained 55000km from there All staff r good but that molvi supervisor who is in charge of making billing such a bad man always in plan how to make extra charges and how to make high Bill zero tolerance.Never go again there next time.,HONDA Gateway,,217,0.36703598,0
Honda Company Showroom and Service Center located at the best location is the best and authentic for Genuine Parts and Repairing. Excellent and well mannered staff lead by example,HONDA Gateway,,219,0.883804,1
"Every employee was very cooperative. Good works nl knowledge.

I want to add one suggestion.
If possible kindly provide only lunch facility to all employees. After eating meal they will prey for you.
You will see further improvement in   your business.",HONDA Gateway,,220,0.4710324,0
Well equipped  workshop  .Expert Mechanic   and qualified supervisor. It was very nice  visit,HONDA Gateway,,221,0.95606375,1
"I bought Honda BRV from this showroom. The sales staff  is so discourteous and treated so badly and indifferently that i thought i was buying a cycle probably.

There is no concept of after sales service

If you want to buy aother vehicle, the telephone operator will not even connect you with sales. I dont know what the owners of this outlet have to say about it. Probably too much money has already been made and they may not need any further customer.

Workshop: is nothing unless you get Honda mechanics from factory on ground.

All in all its a pathetic experience.",HONDA Gateway,,222,0.18417142,0
Good experience. Excellent Service.,HONDA Gateway,,223,0.9729296,1
Overall good experience with them so far.,HONDA Gateway,,226,0.840926,1
??Avoid This place if you are seeking professionals who can listen to your problems thoroughly and also gives attention to the Details. These guys will Welcome you with a Rude attendant and will make you feel like you dropped at the wrong place to rectify your Auto care Solutions. ?? Â,HONDA Gateway,,228,0.35200128,0
This dealership don't think about consumer and they have no any commitments,HONDA Gateway,,229,0.26702192,0
They lied on every step.,HONDA Gateway,,230,0.29608268,0
Nice place for ur honda repairs,HONDA Gateway,,232,0.95539117,1
Good service,HONDA Gateway,,233,0.95621544,1
Fast Service? Â,HONDA Gateway,,234,0.83288604,1
Today I visited Honda gateway for oil change and other maintenance and I paid through my credit card but they deducted 2.5 % extra due to card payment method but on the other hand a local oil change store named as Makki Oil store never deduct extra charges even from card payment. Their mechanics are very lazy. Overall a bad experience observed.,HONDA Gateway,,235,0.31067392,0
showroom to buy executive cars of honda and get after  sales service.,HONDA Gateway,,236,0.28934142,0
By the way it's always been a good experience visiting them.,HONDA Gateway,,237,0.93234533,1
Customer First is never their top priority. Avoid.,HONDA Gateway,,238,0.79941064,1
Entrance is very pathatic. Commitments are never honoured.,HONDA Gateway,,239,0.549385,1
Nice customer service,HONDA Gateway,,240,0.9561985,1
Good service,HONDA Gateway,,241,0.95621544,1
Very cooperative staff and fast processing for your requests.. in true sense professionals..,HONDA Gateway,,242,0.7655866,1
"Little bit repairing of bumper and maintenance of AC. Excellent services, fully satisfied and recommended.",HONDA Gateway,,243,0.9056134,1
"Warranty service is rubbish, I came for a very minor problem, within warranty and they said because there are few drops of water I can not claim it within warranty.",HONDA Gateway,,244,0.28340328,0
Building in graceful,HONDA Gateway,,245,0.31247678,0
There servies is very bad...there staff has no idea how to deal with customer.....poor poor poor service....,HONDA Gateway,,246,0.20191562,0
Entrance need to be maintained,HONDA Gateway,,248,0.2886439,0
We biy The Honda car at this showroom . ??Al Hamdu Lillah ??,HONDA Gateway,,249,0.28513405,0
Expensive place for tunning.,HONDA Gateway,,250,0.17909175,0
Good service and well known mechanics,HONDA Gateway,,251,0.95391357,1
"All types services, repair and maintenance are available for the Honda cars at one place.",HONDA Gateway,,252,0.8333119,1
Not satisfied,HONDA Gateway,,254,0.38191447,0
"Never Disappointed me ..
Always meeting the Good Standards of workmanship and Personalized Care ..",HONDA Gateway,,255,0.9051735,1
Multan road thokar bypass,HONDA Gateway,,256,0.3081649,0
Only good for oil change and purchasing original parts their labour costs are very high,HONDA Gateway,,258,0.8205066,1
They maintain the car very well,HONDA Gateway,,259,0.6497334,1
"Spacious service area, cooperative staff, quality service. However each time I come here they delay the delivery of my car by at least 1 hour",HONDA Gateway,,260,0.22174011,0
"There staff is not putting some jobs in the bill and then asking after payment  to pay for extra services, from Technition to wheel alignment guy to Job supervisor every body is involved...I thought I am the only one but when I asked few more people now they are also telling similar stories and they stopped going to this service center.",HONDA Gateway,,261,0.3070309,0
"One of the better Honda 3S dealerships. Ample bays to work on and the body shop is completely separate in the basement from the rest.
The staff is cooperative and polite.
The only issue is the large number of cars it caters. You have to wait for a long period of time if you go around 11am and especially on days like Friday and Saturday.
Recommended strongly if you live near Multan Road, Faisal, Johar, WAPDA or Valancia Town",HONDA Gateway,,262,0.32977235,0
Best choice of Honda cars,HONDA Gateway,,263,0.96492314,1
Very professional services,HONDA Gateway,,264,0.48494056,0
Good for car maintenance ??,HONDA Gateway,,265,0.95606124,1
Too crowded no time for diagnosis,HONDA Gateway,,266,0.28178337,0
Recommend everyone to check their cars from gateway. Staff behaviour was very good,HONDA Gateway,,267,0.938155,1
Ok service the staff should work on their behaviour especially,HONDA Gateway,,268,0.82497144,1
come and visit honda giving Good service.,HONDA Gateway,,269,0.94912255,1
"They are always very polite, disciplined and cooperative but a little bit costly.",HONDA Gateway,,270,0.40308127,0
Poor customer service... exorbitant prices...damn u!,HONDA Gateway,,271,0.18819629,0
A good experience,HONDA Gateway,,272,0.9553391,1
"One stop shop for your Honda vehicle spares, services and accessories",HONDA Gateway,,273,0.30677786,0
"Hafiz Sadan, in the mechanical dept is a legend",HONDA Gateway,,274,0.2788968,0
Vary poor service. Delay in repair of my car.,HONDA Gateway,,275,0.1913596,0
Service standard is good and minimum waiting time,HONDA Gateway,,276,0.77275234,1
Honda 3S dealers Usually goes there for Honda oil change n repairs. Today 2nd  time had bad experience and forced me to write review. Left without oil change nobody attended n given excuse that I locked my car. Complained was register but very casual attitude. Least bother. Workers attitude below standard. Need owners n higher management involvement.,HONDA Gateway,,277,0.27099034,0
Lanti 3 s dealer,HONDA Gateway,,280,0.31275702,0
"Excellent staff and very cooperative
Loved the experience and support they did for me to hand over the car",HONDA Gateway,,281,0.88995486,1
"Highly recommended to others
Mubashir bhai pit 28 is great person
Mechanical department",HONDA Gateway,,283,0.90053487,1
The rates of spare parts and charges of mechanical work are very expensive than the market,HONDA Gateway,,285,0.14987323,0
"I am maintaining both my cars from Honda gateway. One of the better facilities by Honda in lahore.i highly recommend it especially for those who own 2016 and onward models.
Avoid break time from 1:00 p.m to 2:00 p.m. as with all Honda dealership. Closing time is 6:00 p.m.",HONDA Gateway,,286,0.6066746,1
Theres a break from 1-2 dont go during these hours or else youÂll waste alot of time.,HONDA Gateway,,287,0.24291062,0
They have competent people.  However they take much time for repair etc due to rush. Timings of workshop is also short 9:00 to 5:30 PM. It very difficult to meet these timings at such out of way workshop.,HONDA Gateway,,288,0.3135833,0
Very costly,HONDA Gateway,,289,0.67205685,1
Excellent Services,HONDA Gateway,,290,0.9802685,1
Excellent place to buy Honda cars,HONDA Gateway,,291,0.97915703,1
Such a great place.,HONDA Gateway,,292,0.91279584,1
Nest place for Honda tuneup,HONDA Gateway,,293,0.30614236,0
Nice experience. Smooth drive.,HONDA Gateway,,295,0.9407036,1
Perfect place.,HONDA Gateway,,296,0.97969973,1
Improved service,HONDA Gateway,,298,0.31614003,0
Good service,HONDA Gateway,,299,0.95621544,1
Professional staff and timely response,HONDA Gateway,,300,0.41358417,0
"Good service, great atmosphere.. yet i m not giving 5 stars because  of not enough waiting area / waiting lounge space for customers and also they take more than an hour just to replace brake pads, a job which could be done within half an hour.",HONDA Gateway,,302,0.48974013,0
Gateway Honda Showroom staff cooperative helpfull those interested to buy repair routeen service should visit and have personal exprience .Regards,HONDA Gateway,,303,0.49896005,0
Easy access,HONDA Gateway,,304,0.9379409,1
He didn't use  good quality in his car secpsenshion,HONDA Gateway,,306,0.92336684,1
Very good atmosphere.,HONDA Gateway,,307,0.9741307,1
Honda service center,HONDA Gateway,,308,0.27395013,0
"Good dealer, helpful staff",HONDA Gateway,,309,0.95466626,1
