wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
"One of the most pethaic place,  where the workers can steal the original parts from the cars and sale to the same customer or some other when visit for car service. The same happened to me 3 times. Its owner mistake who hired such type of worker, who steal the small things from the cars.  I strongly not recommend anyone to go there.
Most disappointing service of sethi motor kalma chowk.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5475882684252755
Sethi Motors are the dealers of Suzuki cars. I got Cultus 2021 Model about 1year back. Excellent staff and excelent after sale services.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Very bad ??
Lazy staff
At one time one mechanic working on 2 to 3 vehicles.
Need complete ?? day ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
"This place is fabulous! I found them honest & helpful. From service to quality and total ease of the process, this place has it all. Very nice customer service.",Suzuki Sethi Motors (Town Morr),,,Positive,0.6070771591939484
I have good experience of buying new car from Sethi Motor. The person who deal me was Mr. Babar Shahzad. I found him cooperative and nice man.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Terrible sales service, one can only imagine what their after sales service must be like ? I blame the owner who doesn?? invest in human capital development. Shame on the owner just interested in selling. No vision no wonder they are terrible at doing business and competing with the rest of the world",Suzuki Sethi Motors (Town Morr),,,Negative,0.5773647462757812
"Service is good, repairing tools are enough, you  have to pay only 350 formally to the workshop while leaving. other expenses would have to be paid to the mechanics behind the door how much they want.",Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
"Over Occupied with respect to services, No welcoming attitude by staff.
Better to visit some other 3s",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Visited this place once,had a little interaction with staff. Seems professionally okay but since this is  Suzuki's showroom, it deserves not more than two ??? for selling kachra cars in this country",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"NICE SHOWROOM IN MY TOWN ...
A showroom is a large space used to display products for sale, such as?automobiles,?furniture,?appliances,?carpet?or?apparel. It is a?retail store?of a company in which products are on sale in a space created by their brand or company. A showroom can also be a space for wholesale buyers to view fashion merchandise for sale in their retail stores.
The world's most famous locations for a showroom, generally in the form of a?cluster",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"This Suzuki show room has lunch break of 1 to 2. Even if you go for oil change at 12.30 , they keep you waiting till 2 pm even for this minor work. Suzuki needs to improve this. It wastes a lot of time of people going there. The workers there can split their lunch break and can divide this break between two shifts. But stopping work for almost 1 hour 30 minutes wastes a lot of time. Many people don't opt Suzuki workshops due to this.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"DO NOT VISIT...Extremely poor services .. ignore their customers... I had run behind every inspection officer asking to inspect my car.. their arrogance and poor work ethics frustrates me ...i would rather go to any work shop then visit here again .. suzuki should close their workshops and start to improve their cars design and quality.. these work shops are waste of time, money and any form of recommendations ... DO NOT VISIT",Suzuki Sethi Motors (Town Morr),,,Negative,0.5403489879004031
"Organized, spacious, efficient staff, easily accessible, accept card and cash, waiting area for customers, separate smoking zone and not inexpensive.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
On of the biggest Suzuki Dealership in Pakistan.. Huge manpower great services... The best part Tea is served to each guest with protocol,Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
"Very expensive services, I have been over charged two times. Everytime they try to find out a new fault.... Be careful and deal intelligently while making a visit their....",Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
"DO NOT VISIT. I have tried almost all the Suzuki service providers but this was totally rubbish. Charging very high money for pathetic work. Gave my car for repair and they stole everything from inside. Also, very poor denting and paint services. Never going there again.",Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
"The service engineers were quick to direct me to a spot for detailed checking, but even after several reminders and follow ups with different engineets, there was no technician to utilise the time. The wait was an hour long with no body attending. Suzuki Samnabad is much better.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Awsome experience. A little expensive from out side vendors but worth d cost,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
It was first and a good experience. Work done was satisfactory. Staff behavior was good. Delivered on time.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Reasonably good. One precaution, they have strict lunch break timimgs and would not help much if you reach at that time. Make sure to check these break timings before you reach there.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"The prices are much higher so keep your pockets heavy. And they don't have parts especially for old cars.
And good atmosphere for ladies...",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
One of the best sales and service point of Suzuki motors in Lahore. Showroom is very neat and clean. The scales staff is courtious and cooperative.,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
"Don't go this place I went there, and they said my clutch plates of my 2018 was about to expire in 5000 km, i showed them to another specialist and he told me that they had put pressure on the plates for them to expire in 5k kilometers. And clutch plates are the item that is done most in this workshop, it is done so much that they have displayed the rate on their board for each car.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"The building is not air conditioned, customer service is nonexistent. Would recommend to anyone.",Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Good display.sale staff was efficient and cooperative but not well informed.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
I go there for car repair in the  basement. Amazing experience.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Huge establishment centrally located in the city. Sales, Service and Spare parts are available. Heavy rush on Weekends. Nice, friendly and cooperative staff",Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Sethi motors is one of the biggest Suzuki dealerships in Pakistan having huge variety of all Suzuki variants launched in Pakistan so far. Their workshop services are excellent . Now they have started to deal in certified used car exchange programme as well. Ideally located just near model town metro station.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Nice dealorship but staff should be more polite and professional towards the insurance claim customers as well,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Bad experience. Repair one part and make scratches on other parts.  Very unprofessional work,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
"Very slow pathetic and expecting staff.  Pay them brubr nd get your work done at time. Otherwise they can take 2 days to change a tail light for you. ????
Very much unsatisfied. ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.6273294637914273
"Location is good, place is clean, management is not that active, quality checks are not checked properly. The processing time is very much and one have to wait a lot.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
"I visited for car leasing information,
I am fully satisfied from the staff behavior.

Regards,
Muhammad Waris",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Yes today i visted sethi motors, feroze pur road. I was given good protocol  and all technical as well as supervisors treated me well.i am very satisfied with their work. Thanks sethi motors",Suzuki Sethi Motors (Town Morr),,,Positive,0.5895584692427674
professional and courteous staff. good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.610285073989355
Suzuki car showroom.  They are offering good service to their customers but might be slightly expensive,Suzuki Sethi Motors (Town Morr),,,Positive,0.5316693354498528
nice service but very busy place,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Good for tuning only.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good sitting area but due to larger customers service waiting time is too much high. Prices if parts and services are also high compared to the local market.,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
"The staff never entertain the customer ,also  you have to wait for hours just for oil changing.they never set the priority of minor and major service work.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Extremely disappointed with the services seems like they dont even want to talk with the customer.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
"Huge workshop, all suzuki car parts available, recommended for suzuki owners.
Recommended for all time maintenance of suzuki cars.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good Staff and Place to Repair Vehicles,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Quality Services provided by Suzuki Company with only Genuine spare parts.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Very bad experience
Untrained staff. No Knowledge about cars. Just focus on parts sale so be careful about",Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Very good after sales service. Humble staff. Will definitely come back.,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
It's a well constructed and beautiful made showroom on ferozpur road near model town all vehicles of company are available here with some own and non own basis,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Expert dry denting cars,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Very professional service. Recommended for anyone who does not have the time or knowledge to deal with mechanics in the market.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
very poor service..and management motive is just to earn money not work to client satisfaction...,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
A leading care selling dealer of Paksuzuki motors having a humble staff of sales and services.Aftersale services are offered with good manner and upto rhe satisfaction.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Fast service and well trained staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Staff is cooperative but due to over crowded customers it takes a lot of time,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
They have all the services available at their place with parts and best & trained resources.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Got my purchase order for the purchase of suzuki car, but suddenly they receive news of price increment , which result in holding of car.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Good place for small maintenance and repair but don't go for big tasks like engine build, compressor repair etc. It is a really busy place so expect a long waiting time.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Great friendly environment. Own prices are not high. But good experience. I bought my vegon R.,Suzuki Sethi Motors (Town Morr),,,Positive,0.6114433542122345
"Authorized Dealer of Pak Suzuki Motor Co near kalma Chowk Main Ferozpur Road.
Dealing with Sales of all Suzuki Brand New Cars, Service and Repairing of cars and Suzuki Genuine Spare Parts.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
"Sethi motors is big fraud and thug , dont know how to make suzuki engine - very very poor service and charge against everything - in just 2 months my car engine seized after being made by them .. will going to sue them so that they dont even think about to do the same with anyone",Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Awesome service and staff. One place for all car services.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Nice showroom of cars but no good management for dealing of clients,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very good customer service. I've experienced Honda and Toyota dealerships too and Suzuki Sethi Motors is much better in every aspect.,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
It was a good experience. Nice and spacious  waiting room with water dispencer and AC and it also have small cafe.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very Good Service and Good Attitude of Staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5839401980210318
Great service great experience,Suzuki Sethi Motors (Town Morr),,,Positive,0.5839401980210318
No one can beat Google maps .Thank you so much for your services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Hope they will give me delivery on time, feeling they are chagring me high own then other show rooms. (double)",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"They are highly unprofessional, that one of their worker damages my car !
When you handed them your car, they act like they are BAAP of it !
They drive it very harshly in this confined space and assuming they are Hero of any film and drifting like king !
???????????????? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Poor management. Staff is unhelpful and non responsive. I suggest people to go for some other place preferably Khalid motors.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
"I went to the workshop, good service, professional people, a bit expensive and take a lot of time due to high traffic volume",Suzuki Sethi Motors (Town Morr),,,Positive,0.5614001856686007
All services of Suzuki vehicles under One roof. Nice sitting place for customers..Prayer Are and led in sitting room,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
bad experince,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
"Variety available but staff approach is not supported, attitude of staff is definitely professional but not personal. hence I purchased car from another showroom.",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Beautiful location and and excellent customer care.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very bad experience.. they ask to replace whole wiring of car and opened everything without checking that wiring is not available in their store,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Construction is still in process i hope they design workshop better then previous one,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
I think the salesman works for other dealers  telling Cultus is not good and and they don't have many cars to choose from,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Visited for car maintenance, staff is cooperative it also got a pretty comfy waiting area.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"This palace is 7s dealership Suzuki .
Avail parking . Good Corporate staff",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
